State,County,Life expectancy,Premature age-adjusted mortality,Child mortality,Infant mortality,Frequent physical distress,Diabetes prevalence,HIV prevalence,Food insecurity,Limited access to healthy foods,Drug overdose deaths,Motor vehicle crash deaths,Insufficient sleep,Uninsured adults,Other primary care providers,High school graduation,Disconnected youth,Reading scores,Math scores,School segregation,School funding adequacy,Gender pay gap,Median household income,Children eligible for free or reduced price lunch,Residential segregation - Black/white,Childcare cost burden,Childcare centers,Homicides,Suicides,Firearm fatalities,Juvenile arrests,Traffic volume,Homeownership,Severe housing cost burden,Broadband access,Population,% female,% rural
State,County,Life Expectancy,# Deaths,# Deaths,# Deaths,% Frequent Physical Distress,% Adults with Diabetes,# HIV Cases,# Food Insecure,# Limited Access,# Drug Overdose Deaths,# Motor Vehicle Deaths,% Insufficient Sleep,# Uninsured,Other Primary Care Provider Rate,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance,Segregation index,Spending per-pupil,Gender Pay Gap,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation index,% household income required for childcare expenses,# childcare centers,Homicide Rate,# Deaths,# Firearm Fatalities,Juvenile Arrest Rate,Traffic Volume,# Homeowners,# Households with Severe Cost Burden,% Broadband Access,Population,% female,# rural residents
Arizona,,79.1,90822.0,3255.0,3213.0,12,10,17296.0,918940,554825.0,6127.0,6554.0,35,648267.0,109.0,78.0,8.0,,,0.25,8573.0,0.84,64652.0,51.0,49.0,23.0,,6.0,6810.0,5776.0,,479,1727176,346027.0,87,7421401,50.3,651358.0
Arizona,Apache,70.1,1620.0,51.0,64.0,22,16,111.0,16900,25275.0,40.0,307.0,40,9754.0,92.0,79.0,15.0,,,0.61,15448.0,0.85,36319.0,63.0,69.0,38.0,14.0,14.0,121.0,61.0,,6,17134,1296.0,41,71875,50.7,52967.0
Arizona,Cochise,78.2,1961.0,56.0,56.0,14,11,212.0,17830,20429.0,96.0,117.0,35,8334.0,97.0,89.0,10.0,,,0.24,10478.0,0.77,51171.0,54.0,59.0,22.0,40.0,3.0,156.0,129.0,,93,35181,5244.0,83,127450,49.2,47680.0
Arizona,Coconino,78.0,1708.0,66.0,57.0,13,9,176.0,20700,17901.0,101.0,209.0,33,13878.0,115.0,84.0,3.0,,,0.23,13839.0,0.89,57146.0,42.0,56.0,24.0,62.0,7.0,195.0,112.0,,242,29789,7366.0,79,142481,50.7,42297.0
Arizona,Gila,72.7,1274.0,42.0,31.0,15,11,47.0,9350,5904.0,50.0,105.0,40,4609.0,79.0,71.0,15.0,,,0.39,12781.0,0.77,49280.0,57.0,60.0,28.0,12.0,8.0,108.0,82.0,,149,16934,2293.0,72,54303,50.3,22008.0
Arizona,Graham,77.0,495.0,27.0,,15,12,29.0,5630,5860.0,30.0,43.0,36,2869.0,92.0,87.0,11.0,,,0.27,9726.0,0.79,55419.0,46.0,53.0,20.0,8.0,4.0,34.0,26.0,,85,8113,1076.0,79,39211,46.5,17284.0
Arizona,Greenlee,79.9,101.0,,,13,12,7.0,1160,1185.0,,12.0,35,477.0,64.0,92.0,,,,0.1,9163.0,0.57,67530.0,41.0,45.0,16.0,3.0,,13.0,,,0,1682,125.0,86,9341,48.1,3929.0
Arizona,La Paz,77.7,528.0,13.0,,16,12,23.0,3870,5427.0,18.0,55.0,39,2167.0,74.0,89.0,,,,0.09,12076.0,0.85,41637.0,67.0,73.0,23.0,6.0,12.0,38.0,39.0,,77,7129,908.0,64,21480,48.9,11541.0
Arizona,Maricopa,79.6,48839.0,1977.0,2005.0,12,10,11803.0,506640,210290.0,3918.0,3377.0,35,403927.0,120.0,77.0,8.0,,,0.2,9035.0,0.85,71799.0,49.0,45.0,15.0,1418.0,6.0,3549.0,3197.0,,651,1008487,214893.0,89,4579081,50.6,90229.0
Arizona,Mohave,75.5,5100.0,82.0,79.0,15,10,269.0,34740,37430.0,146.0,263.0,39,16225.0,87.0,78.0,16.0,,,0.1,9900.0,0.82,46678.0,56.0,71.0,21.0,52.0,5.0,362.0,299.0,,109,63681,10267.0,82,217206,49.6,45970.0
Arizona,Navajo,71.4,2303.0,105.0,86.0,18,14,134.0,22650,27938.0,79.0,279.0,37,11793.0,105.0,76.0,14.0,,,0.38,12051.0,0.75,46698.0,61.0,76.0,30.0,28.0,13.0,203.0,131.0,,81,25372,3711.0,65,112112,49.8,58171.0
Arizona,Pima,78.5,14242.0,420.0,388.0,13,10,2668.0,136740,87525.0,977.0,897.0,35,92170.0,109.0,73.0,7.0,,,0.18,9565.0,0.86,56551.0,51.0,44.0,24.0,348.0,6.0,1085.0,921.0,,343,263142,58197.0,88,1061175,50.8,73750.0
Arizona,Pinal,81.8,5589.0,188.0,188.0,13,11,1028.0,51730,53409.0,270.0,422.0,40,34130.0,53.0,82.0,11.0,,,0.09,9926.0,0.79,66992.0,57.0,54.0,20.0,83.0,5.0,366.0,326.0,,106,114923,15360.0,87,480828,48.3,82311.0
Arizona,Santa Cruz,81.2,487.0,22.0,,16,15,58.0,6760,8689.0,33.0,42.0,35,5079.0,28.0,92.0,9.0,,,0.33,12010.0,0.87,44402.0,77.0,79.0,25.0,15.0,4.0,22.0,15.0,,95,10883,1931.0,78,46808,51.8,12748.0
Arizona,Yavapai,78.4,3946.0,88.0,82.0,12,8,281.0,31400,27392.0,234.0,242.0,33,19344.0,107.0,81.0,6.0,,,0.06,11678.0,0.85,58860.0,52.0,65.0,24.0,72.0,3.0,421.0,316.0,,122,73506,14130.0,85,240226,51.1,70057.0
Arizona,Yuma,80.5,2629.0,111.0,123.0,16,13,286.0,38200,20170.0,131.0,184.0,34,23511.0,79.0,90.0,10.0,,,0.16,9089.0,0.82,54278.0,70.0,56.0,18.0,79.0,4.0,137.0,116.0,,239,51220,9230.0,81,217824,48.4,20416.0
Arkansas,,75.5,50906.0,1883.0,1993.0,16,12,5939.0,499950,292058.0,1378.0,3956.0,37,223118.0,101.0,88.0,9.0,2.9,2.8,0.29,10179.0,0.81,51146.0,66.0,66.0,23.0,,9.0,2869.0,2980.0,,167,770477,118606.0,77,3030522,50.9,1278329.0
Arkansas,Arkansas,72.9,399.0,10.0,,17,12,39.0,2940,4500.0,,40.0,36,1114.0,52.0,85.0,,2.7,2.6,0.09,10029.0,0.71,51186.0,85.0,29.0,25.0,12.0,9.0,11.0,19.0,21.0,80,4885,650.0,71,17383,51.8,6601.0
Arkansas,Ashley,73.8,422.0,11.0,,18,13,23.0,3280,2064.0,14.0,38.0,37,1470.0,83.0,90.0,,2.6,2.7,0.05,9605.0,0.76,44677.0,66.0,24.0,22.0,14.0,11.0,13.0,24.0,36.0,36,5958,728.0,65,19339,51.5,11294.0
Arkansas,Baxter,76.1,870.0,,,15,10,37.0,6690,2333.0,22.0,52.0,32,2540.0,152.0,87.0,13.0,3.1,2.9,0.03,9855.0,0.83,44833.0,60.0,,30.0,18.0,6.0,71.0,63.0,23.0,84,14346,1332.0,78,42242,51.6,27333.0
Arkansas,Benton,79.5,2877.0,155.0,156.0,14,10,272.0,31180,14805.0,108.0,195.0,33,22223.0,80.0,90.0,8.0,3.3,3.1,0.12,9980.0,0.77,78678.0,41.0,47.0,27.0,142.0,2.0,215.0,142.0,16.0,151,65702,7303.0,78,288774,50.1,55689.0
Arkansas,Boone,76.1,647.0,17.0,,16,10,24.0,6000,3259.0,13.0,47.0,35,2482.0,106.0,91.0,15.0,3.3,3.2,0.06,9971.0,0.87,48153.0,58.0,,26.0,17.0,6.0,45.0,36.0,4.0,93,10835,1088.0,83,37625,50.7,22953.0
Arkansas,Bradley,72.2,213.0,13.0,,17,13,12.0,1890,1175.0,,26.0,38,952.0,28.0,89.0,,2.7,2.6,0.02,11189.0,0.82,41578.0,100.0,20.0,23.0,10.0,,12.0,11.0,39.0,37,2671,443.0,70,10639,51.5,5707.0
Arkansas,Calhoun,72.9,133.0,,,17,12,9.0,720,1325.0,,12.0,37,311.0,98.0,,,2.5,2.9,0.01,11027.0,0.8,50865.0,73.0,13.0,19.0,3.0,,,,,17,1465,115.0,68,5113,49.2,5368.0
Arkansas,Carroll,76.1,555.0,20.0,,16,11,55.0,4010,1881.0,21.0,51.0,35,2721.0,32.0,87.0,16.0,2.8,2.7,0.08,11035.0,0.79,45397.0,73.0,59.0,20.0,11.0,,33.0,21.0,17.0,1,8320,955.0,74,28276,50.2,19990.0
Arkansas,Chicot,72.2,232.0,10.0,,19,16,27.0,2250,1900.0,,15.0,41,575.0,191.0,92.0,,2.3,2.2,0.07,13014.0,0.77,35992.0,100.0,57.0,26.0,12.0,18.0,,13.0,36.0,31,2702,393.0,71,9924,49.8,6405.0
Arkansas,Clark,75.3,367.0,,,16,12,29.0,3800,2462.0,,33.0,36,1259.0,90.0,83.0,,2.4,2.2,0.03,10725.0,0.91,46464.0,62.0,26.0,21.0,15.0,,14.0,14.0,,145,4920,1140.0,71,22103,52.3,12504.0
Arkansas,Clay,73.0,330.0,13.0,,18,11,9.0,3040,1142.0,10.0,40.0,36,958.0,70.0,92.0,17.0,2.8,2.6,0.05,9299.0,0.72,43723.0,68.0,,20.0,12.0,,13.0,12.0,16.0,37,4363,565.0,72,14375,51.0,9466.0
Arkansas,Cleburne,75.2,509.0,19.0,,16,10,24.0,4100,1719.0,10.0,46.0,34,1645.0,76.0,92.0,,3.2,2.9,0.04,11338.0,0.78,49964.0,63.0,62.0,22.0,10.0,9.0,26.0,29.0,,19,8504,713.0,79,24935,50.8,19613.0
Arkansas,Cleveland,75.1,165.0,,,17,12,9.0,1370,662.0,,19.0,36,460.0,63.0,96.0,,2.8,2.5,0.11,9540.0,0.85,57697.0,60.0,18.0,17.0,3.0,,,,11.0,7,2470,160.0,65,7957,50.9,8689.0
Arkansas,Columbia,73.9,436.0,14.0,,18,14,33.0,4260,2114.0,,35.0,39,1452.0,60.0,91.0,,2.9,2.8,0.12,10579.0,0.82,44925.0,66.0,40.0,28.0,16.0,9.0,16.0,27.0,,48,5820,1102.0,66,23331,51.8,14114.0
Arkansas,Conway,75.3,377.0,15.0,,17,11,29.0,3780,2074.0,,32.0,35,1373.0,38.0,89.0,,2.9,2.7,0.07,10304.0,0.56,47049.0,89.0,33.0,25.0,13.0,,15.0,,13.0,68,5966,681.0,71,21037,50.8,15001.0
Arkansas,Craighead,76.1,1515.0,75.0,86.0,16,11,166.0,17140,8798.0,26.0,133.0,35,7940.0,191.0,91.0,6.0,2.9,2.8,0.22,9453.0,0.84,51797.0,71.0,47.0,24.0,65.0,8.0,86.0,94.0,21.0,192,24055,4567.0,82,112245,51.6,31024.0
Arkansas,Crawford,76.4,1042.0,31.0,33.0,17,11,58.0,10370,8168.0,30.0,64.0,35,4962.0,27.0,91.0,13.0,2.8,2.7,0.08,10230.0,0.72,54534.0,64.0,75.0,22.0,21.0,4.0,70.0,45.0,14.0,166,18205,1950.0,77,63409,50.9,32189.0
Arkansas,Crittenden,72.2,975.0,57.0,44.0,18,14,215.0,8000,5407.0,28.0,69.0,40,3196.0,88.0,85.0,13.0,2.4,2.5,0.16,10749.0,0.78,47545.0,89.0,51.0,29.0,33.0,22.0,29.0,70.0,49.0,256,10806,2724.0,80,47616,52.6,10632.0
Arkansas,Cross,72.1,383.0,13.0,,17,12,33.0,2780,2600.0,,34.0,37,1078.0,81.0,95.0,,2.9,2.9,0.05,10709.0,0.82,40587.0,68.0,59.0,34.0,14.0,,22.0,15.0,17.0,109,4363,521.0,76,16142,51.3,10148.0
Arkansas,Dallas,73.8,180.0,,,17,13,,1170,2174.0,,14.0,38,372.0,59.0,,,2.9,3.0,0.06,13027.0,0.7,34649.0,90.0,39.0,28.0,4.0,,,10.0,16.0,27,2112,217.0,61,6802,50.8,4272.0
Arkansas,Desha,72.2,255.0,,,20,16,18.0,2240,2161.0,,24.0,40,810.0,108.0,88.0,,2.5,2.3,0.06,11045.0,1.09,37421.0,100.0,24.0,27.0,13.0,16.0,,12.0,39.0,74,3137,531.0,63,11110,53.5,4087.0
Arkansas,Drew,74.0,329.0,19.0,20.0,16,12,24.0,2970,1703.0,,28.0,37,1046.0,72.0,89.0,,2.3,2.6,0.02,10038.0,0.79,46787.0,72.0,25.0,21.0,19.0,13.0,17.0,22.0,24.0,76,4840,647.0,71,17977,51.2,8997.0
Arkansas,Faulkner,76.3,1656.0,73.0,78.0,15,11,159.0,18870,13493.0,57.0,130.0,36,8701.0,90.0,91.0,3.0,3.2,3.0,0.14,9778.0,0.85,57367.0,49.0,43.0,23.0,53.0,5.0,103.0,96.0,15.0,176,28115,5633.0,84,126919,51.3,43891.0
Arkansas,Franklin,74.0,347.0,12.0,,18,12,13.0,3540,342.0,,31.0,36,1298.0,34.0,95.0,24.0,3.2,3.1,0.03,9075.0,0.76,47256.0,62.0,,21.0,9.0,,24.0,21.0,55.0,4,4842,918.0,68,17897,50.0,14972.0
Arkansas,Fulton,75.3,270.0,,,19,12,14.0,2340,727.0,,20.0,36,846.0,202.0,94.0,,3.4,3.4,0.06,10170.0,0.73,39839.0,77.0,,34.0,5.0,,15.0,13.0,,26,4139,510.0,54,12381,51.0,11378.0
Arkansas,Garland,74.3,2093.0,52.0,49.0,16,11,210.0,17110,10230.0,87.0,164.0,35,7717.0,137.0,83.0,15.0,2.9,2.9,0.11,10002.0,0.85,46459.0,68.0,53.0,32.0,53.0,11.0,141.0,132.0,26.0,205,27468,4804.0,80,99789,51.9,35436.0
Arkansas,Grant,76.2,298.0,12.0,,15,10,22.0,2800,2225.0,,27.0,34,957.0,70.0,91.0,,3.2,3.0,0.03,8538.0,0.67,62077.0,52.0,27.0,17.0,4.0,,19.0,18.0,4.0,41,5377,560.0,79,18449,50.6,13395.0
Arkansas,Greene,75.1,804.0,23.0,27.0,16,10,38.0,8050,2799.0,15.0,69.0,34,2788.0,96.0,93.0,8.0,2.7,2.6,0.06,9049.0,0.83,53821.0,72.0,69.0,20.0,23.0,6.0,57.0,46.0,7.0,112,11771,1795.0,81,45597,50.8,17470.0
Arkansas,Hempstead,75.6,388.0,10.0,,17,14,25.0,3470,3642.0,,36.0,37,1809.0,61.0,82.0,,2.7,2.5,0.18,9955.0,0.85,42790.0,89.0,40.0,25.0,11.0,9.0,,16.0,34.0,56,5548,751.0,76,21253,51.7,12609.0
Arkansas,Hot Spring,74.0,709.0,24.0,,17,11,63.0,5900,3692.0,14.0,64.0,35,2005.0,74.0,90.0,,2.9,2.7,0.18,9485.0,0.78,49582.0,66.0,60.0,21.0,13.0,10.0,49.0,32.0,9.0,76,9946,817.0,71,33787,48.0,21719.0
Arkansas,Howard,73.5,266.0,16.0,,18,13,17.0,2060,2223.0,,28.0,38,1148.0,46.0,96.0,,2.9,2.6,0.14,12864.0,0.69,40566.0,79.0,33.0,21.0,8.0,12.0,11.0,13.0,9.0,0,3553,439.0,74,13109,51.7,9310.0
Arkansas,Independence,75.9,626.0,23.0,23.0,17,11,46.0,6450,2234.0,11.0,64.0,34,2544.0,138.0,91.0,,2.8,2.7,0.1,10552.0,0.76,50834.0,66.0,74.0,21.0,20.0,4.0,38.0,31.0,,85,10417,1351.0,61,37757,51.0,25134.0
Arkansas,Izard,74.5,276.0,14.0,,16,11,18.0,2530,44.0,,20.0,35,832.0,132.0,,,3.1,3.1,0.09,10881.0,0.85,41787.0,65.0,,27.0,4.0,,21.0,15.0,,0,3836,408.0,49,13613,48.1,13696.0
Arkansas,Jackson,72.5,361.0,11.0,,19,13,40.0,3660,2568.0,,35.0,38,915.0,90.0,83.0,,3.0,2.9,0.12,9988.0,0.75,40789.0,62.0,49.0,29.0,9.0,8.0,18.0,13.0,,23,4371,659.0,71,16636,50.4,11709.0
Arkansas,Jefferson,72.4,1464.0,44.0,53.0,17,15,295.0,11520,8213.0,38.0,95.0,40,3328.0,84.0,78.0,12.0,2.3,2.2,0.35,11351.0,0.83,40588.0,84.0,61.0,28.0,54.0,31.0,46.0,138.0,42.0,143,16490,3172.0,67,65377,50.8,23940.0
Arkansas,Johnson,75.5,465.0,15.0,,18,13,11.0,5080,3404.0,11.0,26.0,37,2545.0,68.0,96.0,10.0,2.8,2.6,0.13,9414.0,0.69,39439.0,77.0,49.0,30.0,11.0,,25.0,23.0,32.0,56,7098,961.0,65,26513,50.5,18227.0
Arkansas,Lafayette,74.2,177.0,,,19,14,8.0,1290,868.0,,,39,503.0,76.0,,,2.6,2.5,0.05,12857.0,0.64,40007.0,85.0,28.0,20.0,5.0,,,12.0,,30,2265,294.0,64,6596,51.2,7645.0
Arkansas,Lawrence,73.0,355.0,10.0,,17,11,10.0,3050,2928.0,11.0,48.0,36,944.0,79.0,95.0,,2.8,2.7,0.06,10116.0,0.72,41188.0,75.0,56.0,25.0,16.0,,20.0,21.0,28.0,63,4534,444.0,75,16410,50.8,11069.0
Arkansas,Lee,71.6,232.0,,,19,16,41.0,1610,2115.0,,15.0,41,429.0,70.0,,,2.1,1.8,0.01,12888.0,0.89,32502.0,100.0,50.0,51.0,6.0,19.0,11.0,,,31,1858,482.0,66,8513,44.1,6620.0
Arkansas,Lincoln,73.9,243.0,,,17,13,40.0,2210,2474.0,12.0,15.0,40,620.0,62.0,93.0,,2.4,2.4,0.01,9638.0,0.72,47903.0,66.0,45.0,20.0,6.0,,11.0,,15.0,26,2801,295.0,54,12944,38.2,14134.0
Arkansas,Little River,73.1,265.0,10.0,,17,12,16.0,2030,130.0,,28.0,38,780.0,82.0,90.0,,2.8,2.7,0.02,9833.0,0.75,47125.0,67.0,33.0,19.0,6.0,,15.0,16.0,12.0,46,4124,196.0,73,12180,51.9,9025.0
Arkansas,Logan,73.9,449.0,14.0,,17,11,14.0,4000,1922.0,14.0,29.0,37,1444.0,65.0,93.0,,2.9,2.9,0.05,9875.0,0.76,43577.0,89.0,59.0,22.0,9.0,,30.0,16.0,17.0,0,6283,452.0,72,21410,50.4,15875.0
Arkansas,Lonoke,75.2,1122.0,54.0,55.0,15,10,72.0,10260,3621.0,42.0,101.0,35,4478.0,66.0,89.0,10.0,3.0,3.1,0.08,9736.0,0.8,59623.0,47.0,47.0,24.0,42.0,4.0,71.0,53.0,15.0,74,19350,2404.0,83,73921,50.8,30632.0
Arkansas,Madison,76.3,267.0,21.0,,17,11,13.0,2600,1727.0,,30.0,36,1594.0,30.0,83.0,,2.6,2.8,0.04,10254.0,1.01,45144.0,65.0,,33.0,7.0,,21.0,14.0,15.0,4,4855,403.0,73,16644,50.1,15717.0
Arkansas,Marion,74.7,415.0,,,16,11,19.0,2990,534.0,,30.0,34,1096.0,60.0,92.0,,2.8,2.9,0.04,9419.0,0.83,39888.0,86.0,,23.0,5.0,,24.0,24.0,19.0,13,5500,754.0,79,16790,50.8,16653.0
Arkansas,Miller,73.6,890.0,29.0,38.0,17,12,120.0,7530,5323.0,12.0,67.0,38,2824.0,67.0,83.0,13.0,2.8,2.8,0.26,10025.0,0.73,43634.0,83.0,60.0,26.0,18.0,9.0,42.0,45.0,29.0,218,10676,1603.0,79,43177,51.0,17390.0
Arkansas,Mississippi,69.7,1006.0,44.0,41.0,18,14,78.0,8240,4181.0,19.0,67.0,41,2720.0,65.0,89.0,10.0,2.6,2.5,0.33,11042.0,0.72,47892.0,81.0,56.0,21.0,37.0,26.0,33.0,78.0,18.0,87,9581,1441.0,77,40066,51.2,16857.0
Arkansas,Monroe,69.7,197.0,,,19,14,20.0,1400,1221.0,,20.0,40,412.0,106.0,,,2.2,2.1,0.03,12370.0,0.72,35833.0,100.0,26.0,22.0,7.0,,,11.0,13.0,71,1997,190.0,68,6584,52.9,5621.0
Arkansas,Montgomery,75.1,187.0,,,18,11,6.0,1770,1000.0,,17.0,35,840.0,89.0,,,2.9,2.7,0.06,10743.0,0.81,42751.0,77.0,,23.0,4.0,,13.0,11.0,,13,3122,224.0,69,9006,50.6,9487.0
Arkansas,Nevada,74.9,171.0,,,17,13,11.0,1500,2462.0,,16.0,39,462.0,86.0,88.0,,2.5,2.4,0.04,10755.0,0.87,41854.0,100.0,7.0,23.0,4.0,,,,31.0,3,2215,285.0,67,8099,50.7,6224.0
Arkansas,Newton,75.2,168.0,,,16,10,,1310,946.0,,17.0,36,483.0,92.0,97.0,,2.4,2.3,,11507.0,0.75,40698.0,82.0,,24.0,8.0,,,,,7,2511,391.0,64,7602,49.6,8330.0
Arkansas,Ouachita,72.7,564.0,22.0,,18,14,49.0,4210,4741.0,10.0,43.0,40,1312.0,56.0,91.0,,2.7,2.6,0.1,10422.0,0.76,46374.0,72.0,18.0,21.0,14.0,9.0,14.0,14.0,34.0,50,6729,889.0,72,23167,52.4,14719.0
Arkansas,Perry,76.2,192.0,,,17,11,10.0,1900,554.0,,22.0,37,670.0,58.0,91.0,,3.0,2.7,0.05,9647.0,0.72,46317.0,63.0,49.0,22.0,5.0,,11.0,,,0,2950,190.0,73,10327,50.2,10445.0
Arkansas,Phillips,69.5,453.0,20.0,26.0,21,17,52.0,4220,4120.0,,36.0,40,1057.0,75.0,84.0,,2.6,2.3,0.3,12198.0,0.89,35167.0,100.0,35.0,47.0,17.0,48.0,19.0,59.0,,77,3484,929.0,71,17299,53.4,10436.0
Arkansas,Pike,75.2,223.0,,,17,11,7.0,1880,1058.0,,18.0,35,994.0,28.0,91.0,,2.8,2.9,0.06,10136.0,0.71,43133.0,72.0,42.0,21.0,8.0,,,,12.0,0,3138,354.0,71,10643,50.2,11291.0
Arkansas,Poinsett,70.6,597.0,16.0,,18,12,20.0,4660,2538.0,14.0,48.0,36,1760.0,64.0,82.0,11.0,2.7,2.7,0.07,10243.0,0.76,36150.0,94.0,48.0,35.0,12.0,7.0,32.0,26.0,,56,6006,883.0,76,23283,51.4,17488.0
Arkansas,Polk,74.5,396.0,14.0,,18,12,14.0,4020,3501.0,,46.0,37,1901.0,117.0,89.0,25.0,3.1,2.9,0.14,10030.0,0.66,42915.0,76.0,,23.0,10.0,,35.0,29.0,2.0,58,6150,900.0,74,19707,51.2,15163.0
Arkansas,Pope,76.6,951.0,28.0,24.0,16,11,55.0,10940,5787.0,22.0,56.0,34,5034.0,78.0,91.0,7.0,3.2,3.0,0.12,9912.0,0.62,46350.0,61.0,45.0,29.0,32.0,7.0,54.0,61.0,17.0,127,16554,2217.0,79,64334,50.5,33652.0
Arkansas,Prairie,74.3,195.0,,,16,11,14.0,1350,188.0,,,37,488.0,50.0,,,3.0,2.8,0.04,9672.0,0.78,48478.0,71.0,17.0,20.0,5.0,,,,10.0,7,2813,195.0,66,7966,50.0,8715.0
Arkansas,Pulaski,75.6,6313.0,264.0,308.0,14,12,1995.0,57350,49304.0,267.0,428.0,40,27642.0,181.0,78.0,10.0,2.7,2.6,0.16,11722.0,0.84,56171.0,71.0,48.0,26.0,299.0,17.0,342.0,527.0,21.0,424,93882,22434.0,82,392980,52.4,46989.0
Arkansas,Randolph,74.0,360.0,15.0,,18,12,13.0,3280,1685.0,,37.0,35,1391.0,88.0,92.0,,2.6,2.5,0.04,8807.0,0.83,46495.0,69.0,,23.0,12.0,,18.0,18.0,25.0,48,5425,579.0,69,18247,50.5,12115.0
Arkansas,St. Francis,74.3,488.0,24.0,27.0,18,15,61.0,4680,5453.0,,38.0,41,1266.0,81.0,89.0,,2.3,2.1,0.46,9717.0,0.85,37759.0,100.0,46.0,26.0,11.0,19.0,13.0,28.0,21.0,72,5105,1184.0,65,24682,44.5,14568.0
Arkansas,Saline,77.3,1784.0,53.0,62.0,13,9,126.0,14850,8233.0,82.0,118.0,34,7171.0,52.0,93.0,9.0,3.2,3.1,0.07,8514.0,0.8,70550.0,42.0,43.0,20.0,42.0,3.0,129.0,108.0,14.0,171,35499,3434.0,86,123968,51.2,38734.0
Arkansas,Scott,73.2,203.0,,,19,12,8.0,1930,2338.0,,23.0,37,821.0,39.0,91.0,,2.7,2.6,0.03,10324.0,0.89,41230.0,74.0,,22.0,2.0,,,,13.0,22,3013,367.0,65,10164,49.3,7903.0
Arkansas,Searcy,75.0,160.0,,,19,12,,1560,1200.0,,15.0,37,561.0,102.0,,,3.4,3.3,0.02,12306.0,1.01,33814.0,72.0,,25.0,4.0,,10.0,11.0,,30,2423,259.0,61,7842,49.4,8195.0
Arkansas,Sebastian,75.6,2126.0,74.0,77.0,16,12,209.0,22490,6906.0,58.0,101.0,36,12978.0,103.0,92.0,13.0,3.0,2.9,0.16,9629.0,0.81,48627.0,66.0,58.0,28.0,74.0,6.0,115.0,96.0,20.0,257,30866,4958.0,79,127590,51.0,26170.0
Arkansas,Sevier,75.7,253.0,13.0,,17,13,12.0,2790,2285.0,,43.0,38,2178.0,138.0,89.0,,3.2,2.9,0.09,10017.0,0.61,45838.0,78.0,15.0,22.0,8.0,,12.0,12.0,8.0,64,3808,417.0,78,16702,49.7,10849.0
Arkansas,Sharp,75.5,387.0,,,19,12,10.0,3540,3107.0,,38.0,37,1320.0,115.0,95.0,,2.9,2.9,0.04,9745.0,0.74,40437.0,74.0,66.0,28.0,9.0,,23.0,21.0,34.0,36,5757,775.0,61,17424,50.8,13821.0
Arkansas,Stone,76.6,248.0,,,18,11,10.0,2430,1344.0,,15.0,36,1001.0,55.0,98.0,,3.2,3.2,0.06,10257.0,0.65,36148.0,72.0,,26.0,6.0,,21.0,14.0,,0,3607,519.0,50,12674,50.6,12394.0
Arkansas,Union,71.7,860.0,35.0,33.0,16,12,113.0,6150,5081.0,20.0,58.0,39,2351.0,92.0,91.0,,2.7,2.5,0.11,10555.0,0.66,47857.0,75.0,40.0,19.0,28.0,13.0,37.0,49.0,12.0,86,11797,1738.0,67,38219,51.5,22695.0
Arkansas,Van Buren,77.0,317.0,,,18,11,11.0,3170,1164.0,,36.0,37,1222.0,121.0,90.0,,3.1,2.9,0.07,11823.0,0.67,42345.0,100.0,,22.0,8.0,,18.0,14.0,5.0,26,5589,601.0,67,16541,50.4,17295.0
Arkansas,Washington,78.0,2574.0,128.0,152.0,15,11,351.0,33140,10768.0,39.0,213.0,33,24287.0,92.0,87.0,4.0,3.0,2.9,0.18,9558.0,0.87,57712.0,58.0,51.0,37.0,134.0,3.0,202.0,137.0,30.0,255,47656,9917.0,82,243216,50.0,51771.0
Arkansas,White,75.2,1317.0,42.0,61.0,16,11,80.0,13180,7029.0,34.0,107.0,36,5338.0,111.0,89.0,4.0,2.9,2.8,0.07,9647.0,0.76,43765.0,59.0,59.0,24.0,36.0,5.0,78.0,66.0,16.0,99,19553,2936.0,79,78729,51.4,41866.0
Arkansas,Woodruff,72.5,159.0,,,18,13,15.0,1340,234.0,,13.0,38,393.0,112.0,,,2.8,2.8,0.18,12386.0,0.68,37634.0,76.0,21.0,26.0,5.0,,10.0,,38.0,0,2035,255.0,58,6264,51.5,7260.0
Arkansas,Yell,75.2,408.0,13.0,,18,13,26.0,3510,1726.0,,36.0,35,1981.0,113.0,91.0,,3.0,3.0,0.06,10266.0,0.79,48728.0,78.0,48.0,22.0,12.0,9.0,15.0,16.0,21.0,48,5550,515.0,75,21181,49.7,17554.0
California,,81.0,378883.0,12544.0,13801.0,11,9,132911.0,4011960,1204935.0,20454.0,27186.0,35,2657697.0,73.0,88.0,7.0,2.9,2.7,0.26,13582.0,0.87,83001.0,59.0,57.0,27.0,,5.0,21628.0,15801.0,7.0,1991,7241318,2487212.0,89,39368078,50.3,1880350.0
California,Alameda,82.8,13444.0,426.0,473.0,10,9,6100.0,139810,16876.0,761.0,711.0,33,63889.0,61.0,87.0,4.0,3.1,3.0,0.23,13740.0,0.84,113518.0,42.0,51.0,25.0,534.0,6.0,767.0,640.0,0.0,2670,307281,95623.0,91,1662323,50.8,5869.0
California,Alpine,,42.0,,,14,10,,140,197.0,,,35,61.0,0.0,,,,,0.17,,0.51,64542.0,64.0,,27.0,1.0,,,,0.0,8,321,23.0,87,1119,47.7,1175.0
