State,County,State_County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Arizona,Greenlee,Arizona_Greenlee,79.9,101,71.92515924,115.0238291,13,12,7,1160,1185,125.2815804,12,35,477,64,92,9.393120393,3.007479324,2.980549369,0.1,9163,0.57,67530,41,45,16,3,7.185520362,13,87.70101277,24.62576375,0,1682,125,86,9341,48.1,3929
Arizona,La Paz,Arizona_La Paz,77.7,528,13,115.0238291,16,12,23,3870,5427,18,55,39,2167,74,89,9.393120393,3.007479324,2.980549369,0.09,12076,0.85,41637,67,73,23,6,12,38,39,24.62576375,77,7129,908,64,21480,48.9,11541
Arizona,Maricopa,Arizona_Maricopa,79.6,48839,1977,2005,12,10,11803,506640,210290,3918,3377,35,403927,120,77,8,3.007479324,2.980549369,0.2,9035,0.85,71799,49,45,15,1418,6,3549,3197,24.62576375,651,1008487,214893,89,4579081,50.6,90229
Arizona,Mohave,Arizona_Mohave,75.5,5100,82,79,15,10,269,34740,37430,146,263,39,16225,87,78,16,3.007479324,2.980549369,0.1,9900,0.82,46678,56,71,21,52,5,362,299,24.62576375,109,63681,10267,82,217206,49.6,45970
Arizona,Navajo,Arizona_Navajo,71.4,2303,105,86,18,14,134,22650,27938,79,279,37,11793,105,76,14,3.007479324,2.980549369,0.38,12051,0.75,46698,61,76,30,28,13,203,131,24.62576375,81,25372,3711,65,112112,49.8,58171
Arizona,Pima,Arizona_Pima,78.5,14242,420,388,13,10,2668,136740,87525,977,897,35,92170,109,73,7,3.007479324,2.980549369,0.18,9565,0.86,56551,51,44,24,348,6,1085,921,24.62576375,343,263142,58197,88,1061175,50.8,73750
Arizona,Pinal,Arizona_Pinal,81.8,5589,188,188,13,11,1028,51730,53409,270,422,40,34130,53,82,11,3.007479324,2.980549369,0.09,9926,0.79,66992,57,54,20,83,5,366,326,24.62576375,106,114923,15360,87,480828,48.3,82311
Arizona,Santa Cruz,Arizona_Santa Cruz,81.2,487,22,115.0238291,16,15,58,6760,8689,33,42,35,5079,28,92,9,3.007479324,2.980549369,0.33,12010,0.87,44402,77,79,25,15,4,22,15,24.62576375,95,10883,1931,78,46808,51.8,12748
Arizona,Yavapai,Arizona_Yavapai,78.4,3946,88,82,12,8,281,31400,27392,234,242,33,19344,107,81,6,3.007479324,2.980549369,0.06,11678,0.85,58860,52,65,24,72,3,421,316,24.62576375,122,73506,14130,85,240226,51.1,70057
Arizona,Yuma,Arizona_Yuma,80.5,2629,111,123,16,13,286,38200,20170,131,184,34,23511,79,90,10,3.007479324,2.980549369,0.16,9089,0.82,54278,70,56,18,79,4,137,116,24.62576375,239,51220,9230,81,217824,48.4,20416
Arkansas,Arkansas,Arkansas_Arkansas,72.9,399,10,115.0238291,17,12,39,2940,4500,125.2815804,40,36,1114,52,85,9.393120393,2.7,2.6,0.09,10029,0.71,51186,85,29,25,12,9,11,19,21,80,4885,650,71,17383,51.8,6601
Arkansas,Ashley,Arkansas_Ashley,73.8,422,11,115.0238291,18,13,23,3280,2064,14,38,37,1470,83,90,9.393120393,2.6,2.7,0.05,9605,0.76,44677,66,24,22,14,11,13,24,36,36,5958,728,65,19339,51.5,11294
Arkansas,Baxter,Arkansas_Baxter,76.1,870,71.92515924,115.0238291,15,10,37,6690,2333,22,52,32,2540,152,87,13,3.1,2.9,0.03,9855,0.83,44833,60,49.10587103,30,18,6,71,63,23,84,14346,1332,78,42242,51.6,27333
Arkansas,Benton,Arkansas_Benton,79.5,2877,155,156,14,10,272,31180,14805,108,195,33,22223,80,90,8,3.3,3.1,0.12,9980,0.77,78678,41,47,27,142,2,215,142,16,151,65702,7303,78,288774,50.1,55689
Arkansas,Boone,Arkansas_Boone,76.1,647,17,115.0238291,16,10,24,6000,3259,13,47,35,2482,106,91,15,3.3,3.2,0.06,9971,0.87,48153,58,49.10587103,26,17,6,45,36,4,93,10835,1088,83,37625,50.7,22953
Arkansas,Bradley,Arkansas_Bradley,72.2,213,13,115.0238291,17,13,12,1890,1175,125.2815804,26,38,952,28,89,9.393120393,2.7,2.6,0.02,11189,0.82,41578,100,20,23,10,7.185520362,12,11,39,37,2671,443,70,10639,51.5,5707
Arkansas,Calhoun,Arkansas_Calhoun,72.9,133,71.92515924,115.0238291,17,12,9,720,1325,125.2815804,12,37,311,98,88.27858293,9.393120393,2.5,2.9,0.01,11027,0.8,50865,73,13,19,3,7.185520362,94.68310727,87.70101277,24.62576375,17,1465,115,68,5113,49.2,5368
Arkansas,Carroll,Arkansas_Carroll,76.1,555,20,115.0238291,16,11,55,4010,1881,21,51,35,2721,32,87,16,2.8,2.7,0.08,11035,0.79,45397,73,59,20,11,7.185520362,33,21,17,1,8320,955,74,28276,50.2,19990
Arkansas,Chicot,Arkansas_Chicot,72.2,232,10,115.0238291,19,16,27,2250,1900,125.2815804,15,41,575,191,92,9.393120393,2.3,2.2,0.07,13014,0.77,35992,100,57,26,12,18,94.68310727,13,36,31,2702,393,71,9924,49.8,6405
Arkansas,Clark,Arkansas_Clark,75.3,367,71.92515924,115.0238291,16,12,29,3800,2462,125.2815804,33,36,1259,90,83,9.393120393,2.4,2.2,0.03,10725,0.91,46464,62,26,21,15,7.185520362,14,14,24.62576375,145,4920,1140,71,22103,52.3,12504
Arkansas,Clay,Arkansas_Clay,73,330,13,115.0238291,18,11,9,3040,1142,10,40,36,958,70,92,17,2.8,2.6,0.05,9299,0.72,43723,68,49.10587103,20,12,7.185520362,13,12,16,37,4363,565,72,14375,51,9466
Arkansas,Cleburne,Arkansas_Cleburne,75.2,509,19,115.0238291,16,10,24,4100,1719,10,46,34,1645,76,92,9.393120393,3.2,2.9,0.04,11338,0.78,49964,63,62,22,10,9,26,29,24.62576375,19,8504,713,79,24935,50.8,19613
Arkansas,Cleveland,Arkansas_Cleveland,75.1,165,71.92515924,115.0238291,17,12,9,1370,662,125.2815804,19,36,460,63,96,9.393120393,2.8,2.5,0.11,9540,0.85,57697,60,18,17,3,7.185520362,94.68310727,87.70101277,11,7,2470,160,65,7957,50.9,8689
Arkansas,Columbia,Arkansas_Columbia,73.9,436,14,115.0238291,18,14,33,4260,2114,125.2815804,35,39,1452,60,91,9.393120393,2.9,2.8,0.12,10579,0.82,44925,66,40,28,16,9,16,27,24.62576375,48,5820,1102,66,23331,51.8,14114
Arkansas,Conway,Arkansas_Conway,75.3,377,15,115.0238291,17,11,29,3780,2074,125.2815804,32,35,1373,38,89,9.393120393,2.9,2.7,0.07,10304,0.56,47049,89,33,25,13,7.185520362,15,87.70101277,13,68,5966,681,71,21037,50.8,15001
Arkansas,Craighead,Arkansas_Craighead,76.1,1515,75,86,16,11,166,17140,8798,26,133,35,7940,191,91,6,2.9,2.8,0.22,9453,0.84,51797,71,47,24,65,8,86,94,21,192,24055,4567,82,112245,51.6,31024
Arkansas,Crawford,Arkansas_Crawford,76.4,1042,31,33,17,11,58,10370,8168,30,64,35,4962,27,91,13,2.8,2.7,0.08,10230,0.72,54534,64,75,22,21,4,70,45,14,166,18205,1950,77,63409,50.9,32189
Arkansas,Crittenden,Arkansas_Crittenden,72.2,975,57,44,18,14,215,8000,5407,28,69,40,3196,88,85,13,2.4,2.5,0.16,10749,0.78,47545,89,51,29,33,22,29,70,49,256,10806,2724,80,47616,52.6,10632
Arkansas,Cross,Arkansas_Cross,72.1,383,13,115.0238291,17,12,33,2780,2600,125.2815804,34,37,1078,81,95,9.393120393,2.9,2.9,0.05,10709,0.82,40587,68,59,34,14,7.185520362,22,15,17,109,4363,521,76,16142,51.3,10148
Arkansas,Dallas,Arkansas_Dallas,73.8,180,71.92515924,115.0238291,17,13,376.6380917,1170,2174,125.2815804,14,38,372,59,88.27858293,9.393120393,2.9,3,0.06,13027,0.7,34649,90,39,28,4,7.185520362,94.68310727,10,16,27,2112,217,61,6802,50.8,4272
Arkansas,Desha,Arkansas_Desha,72.2,255,71.92515924,115.0238291,20,16,18,2240,2161,125.2815804,24,40,810,108,88,9.393120393,2.5,2.3,0.06,11045,1.09,37421,100,24,27,13,16,94.68310727,12,39,74,3137,531,63,11110,53.5,4087
Arkansas,Drew,Arkansas_Drew,74,329,19,20,16,12,24,2970,1703,125.2815804,28,37,1046,72,89,9.393120393,2.3,2.6,0.02,10038,0.79,46787,72,25,21,19,13,17,22,24,76,4840,647,71,17977,51.2,8997
Arkansas,Faulkner,Arkansas_Faulkner,76.3,1656,73,78,15,11,159,18870,13493,57,130,36,8701,90,91,3,3.2,3,0.14,9778,0.85,57367,49,43,23,53,5,103,96,15,176,28115,5633,84,126919,51.3,43891
Arkansas,Franklin,Arkansas_Franklin,74,347,12,115.0238291,18,12,13,3540,342,125.2815804,31,36,1298,34,95,24,3.2,3.1,0.03,9075,0.76,47256,62,49.10587103,21,9,7.185520362,24,21,55,4,4842,918,68,17897,50,14972
Arkansas,Fulton,Arkansas_Fulton,75.3,270,71.92515924,115.0238291,19,12,14,2340,727,125.2815804,20,36,846,202,94,9.393120393,3.4,3.4,0.06,10170,0.73,39839,77,49.10587103,34,5,7.185520362,15,13,24.62576375,26,4139,510,54,12381,51,11378
Arkansas,Garland,Arkansas_Garland,74.3,2093,52,49,16,11,210,17110,10230,87,164,35,7717,137,83,15,2.9,2.9,0.11,10002,0.85,46459,68,53,32,53,11,141,132,26,205,27468,4804,80,99789,51.9,35436
Arkansas,Grant,Arkansas_Grant,76.2,298,12,115.0238291,15,10,22,2800,2225,125.2815804,27,34,957,70,91,9.393120393,3.2,3,0.03,8538,0.67,62077,52,27,17,4,7.185520362,19,18,4,41,5377,560,79,18449,50.6,13395
Arkansas,Greene,Arkansas_Greene,75.1,804,23,27,16,10,38,8050,2799,15,69,34,2788,96,93,8,2.7,2.6,0.06,9049,0.83,53821,72,69,20,23,6,57,46,7,112,11771,1795,81,45597,50.8,17470
Arkansas,Hempstead,Arkansas_Hempstead,75.6,388,10,115.0238291,17,14,25,3470,3642,125.2815804,36,37,1809,61,82,9.393120393,2.7,2.5,0.18,9955,0.85,42790,89,40,25,11,9,94.68310727,16,34,56,5548,751,76,21253,51.7,12609
Arkansas,Hot Spring,Arkansas_Hot Spring,74,709,24,115.0238291,17,11,63,5900,3692,14,64,35,2005,74,90,9.393120393,2.9,2.7,0.18,9485,0.78,49582,66,60,21,13,10,49,32,9,76,9946,817,71,33787,48,21719
Arkansas,Howard,Arkansas_Howard,73.5,266,16,115.0238291,18,13,17,2060,2223,125.2815804,28,38,1148,46,96,9.393120393,2.9,2.6,0.14,12864,0.69,40566,79,33,21,8,12,11,13,9,0,3553,439,74,13109,51.7,9310
Arkansas,Independence,Arkansas_Independence,75.9,626,23,23,17,11,46,6450,2234,11,64,34,2544,138,91,9.393120393,2.8,2.7,0.1,10552,0.76,50834,66,74,21,20,4,38,31,24.62576375,85,10417,1351,61,37757,51,25134
Arkansas,Izard,Arkansas_Izard,74.5,276,14,115.0238291,16,11,18,2530,44,125.2815804,20,35,832,132,88.27858293,9.393120393,3.1,3.1,0.09,10881,0.85,41787,65,49.10587103,27,4,7.185520362,21,15,24.62576375,0,3836,408,49,13613,48.1,13696
Arkansas,Jackson,Arkansas_Jackson,72.5,361,11,115.0238291,19,13,40,3660,2568,125.2815804,35,38,915,90,83,9.393120393,3,2.9,0.12,9988,0.75,40789,62,49,29,9,8,18,13,24.62576375,23,4371,659,71,16636,50.4,11709
Arkansas,Jefferson,Arkansas_Jefferson,72.4,1464,44,53,17,15,295,11520,8213,38,95,40,3328,84,78,12,2.3,2.2,0.35,11351,0.83,40588,84,61,28,54,31,46,138,42,143,16490,3172,67,65377,50.8,23940
Arkansas,Johnson,Arkansas_Johnson,75.5,465,15,115.0238291,18,13,11,5080,3404,11,26,37,2545,68,96,10,2.8,2.6,0.13,9414,0.69,39439,77,49,30,11,7.185520362,25,23,32,56,7098,961,65,26513,50.5,18227
Arkansas,Lafayette,Arkansas_Lafayette,74.2,177,71.92515924,115.0238291,19,14,8,1290,868,125.2815804,97.09736158,39,503,76,88.27858293,9.393120393,2.6,2.5,0.05,12857,0.64,40007,85,28,20,5,7.185520362,94.68310727,12,24.62576375,30,2265,294,64,6596,51.2,7645
Arkansas,Lawrence,Arkansas_Lawrence,73,355,10,115.0238291,17,11,10,3050,2928,11,48,36,944,79,95,9.393120393,2.8,2.7,0.06,10116,0.72,41188,75,56,25,16,7.185520362,20,21,28,63,4534,444,75,16410,50.8,11069
Arkansas,Lee,Arkansas_Lee,71.6,232,71.92515924,115.0238291,19,16,41,1610,2115,125.2815804,15,41,429,70,88.27858293,9.393120393,2.1,1.8,0.01,12888,0.89,32502,100,50,51,6,19,11,87.70101277,24.62576375,31,1858,482,66,8513,44.1,6620
Arkansas,Lincoln,Arkansas_Lincoln,73.9,243,71.92515924,115.0238291,17,13,40,2210,2474,12,15,40,620,62,93,9.393120393,2.4,2.4,0.01,9638,0.72,47903,66,45,20,6,7.185520362,11,87.70101277,15,26,2801,295,54,12944,38.2,14134
Arkansas,Little River,Arkansas_Little River,73.1,265,10,115.0238291,17,12,16,2030,130,125.2815804,28,38,780,82,90,9.393120393,2.8,2.7,0.02,9833,0.75,47125,67,33,19,6,7.185520362,15,16,12,46,4124,196,73,12180,51.9,9025
Arkansas,Logan,Arkansas_Logan,73.9,449,14,115.0238291,17,11,14,4000,1922,14,29,37,1444,65,93,9.393120393,2.9,2.9,0.05,9875,0.76,43577,89,59,22,9,7.185520362,30,16,17,0,6283,452,72,21410,50.4,15875
Arkansas,Lonoke,Arkansas_Lonoke,75.2,1122,54,55,15,10,72,10260,3621,42,101,35,4478,66,89,10,3,3.1,0.08,9736,0.8,59623,47,47,24,42,4,71,53,15,74,19350,2404,83,73921,50.8,30632
Arkansas,Madison,Arkansas_Madison,76.3,267,21,115.0238291,17,11,13,2600,1727,125.2815804,30,36,1594,30,83,9.393120393,2.6,2.8,0.04,10254,1.01,45144,65,49.10587103,33,7,7.185520362,21,14,15,4,4855,403,73,16644,50.1,15717
Arkansas,Marion,Arkansas_Marion,74.7,415,71.92515924,115.0238291,16,11,19,2990,534,125.2815804,30,34,1096,60,92,9.393120393,2.8,2.9,0.04,9419,0.83,39888,86,49.10587103,23,5,7.185520362,24,24,19,13,5500,754,79,16790,50.8,16653
Arkansas,Miller,Arkansas_Miller,73.6,890,29,38,17,12,120,7530,5323,12,67,38,2824,67,83,13,2.8,2.8,0.26,10025,0.73,43634,83,60,26,18,9,42,45,29,218,10676,1603,79,43177,51,17390
Arkansas,Mississippi,Arkansas_Mississippi,69.7,1006,44,41,18,14,78,8240,4181,19,67,41,2720,65,89,10,2.6,2.5,0.33,11042,0.72,47892,81,56,21,37,26,33,78,18,87,9581,1441,77,40066,51.2,16857
Arkansas,Monroe,Arkansas_Monroe,69.7,197,71.92515924,115.0238291,19,14,20,1400,1221,125.2815804,20,40,412,106,88.27858293,9.393120393,2.2,2.1,0.03,12370,0.72,35833,100,26,22,7,7.185520362,94.68310727,11,13,71,1997,190,68,6584,52.9,5621
Arkansas,Montgomery,Arkansas_Montgomery,75.1,187,71.92515924,115.0238291,18,11,6,1770,1000,125.2815804,17,35,840,89,88.27858293,9.393120393,2.9,2.7,0.06,10743,0.81,42751,77,49.10587103,23,4,7.185520362,13,11,24.62576375,13,3122,224,69,9006,50.6,9487
Arkansas,Nevada,Arkansas_Nevada,74.9,171,71.92515924,115.0238291,17,13,11,1500,2462,125.2815804,16,39,462,86,88,9.393120393,2.5,2.4,0.04,10755,0.87,41854,100,7,23,4,7.185520362,94.68310727,87.70101277,31,3,2215,285,67,8099,50.7,6224
Arkansas,Newton,Arkansas_Newton,75.2,168,71.92515924,115.0238291,16,10,376.6380917,1310,946,125.2815804,17,36,483,92,97,9.393120393,2.4,2.3,0.086431034,11507,0.75,40698,82,49.10587103,24,8,7.185520362,94.68310727,87.70101277,24.62576375,7,2511,391,64,7602,49.6,8330
Arkansas,Ouachita,Arkansas_Ouachita,72.7,564,22,115.0238291,18,14,49,4210,4741,10,43,40,1312,56,91,9.393120393,2.7,2.6,0.1,10422,0.76,46374,72,18,21,14,9,14,14,34,50,6729,889,72,23167,52.4,14719
Arkansas,Perry,Arkansas_Perry,76.2,192,71.92515924,115.0238291,17,11,10,1900,554,125.2815804,22,37,670,58,91,9.393120393,3,2.7,0.05,9647,0.72,46317,63,49,22,5,7.185520362,11,87.70101277,24.62576375,0,2950,190,73,10327,50.2,10445
Arkansas,Phillips,Arkansas_Phillips,69.5,453,20,26,21,17,52,4220,4120,125.2815804,36,40,1057,75,84,9.393120393,2.6,2.3,0.3,12198,0.89,35167,100,35,47,17,48,19,59,24.62576375,77,3484,929,71,17299,53.4,10436
Arkansas,Pike,Arkansas_Pike,75.2,223,71.92515924,115.0238291,17,11,7,1880,1058,125.2815804,18,35,994,28,91,9.393120393,2.8,2.9,0.06,10136,0.71,43133,72,42,21,8,7.185520362,94.68310727,87.70101277,12,0,3138,354,71,10643,50.2,11291
Arkansas,Poinsett,Arkansas_Poinsett,70.6,597,16,115.0238291,18,12,20,4660,2538,14,48,36,1760,64,82,11,2.7,2.7,0.07,10243,0.76,36150,94,48,35,12,7,32,26,24.62576375,56,6006,883,76,23283,51.4,17488
Arkansas,Polk,Arkansas_Polk,74.5,396,14,115.0238291,18,12,14,4020,3501,125.2815804,46,37,1901,117,89,25,3.1,2.9,0.14,10030,0.66,42915,76,49.10587103,23,10,7.185520362,35,29,2,58,6150,900,74,19707,51.2,15163
Arkansas,Pope,Arkansas_Pope,76.6,951,28,24,16,11,55,10940,5787,22,56,34,5034,78,91,7,3.2,3,0.12,9912,0.62,46350,61,45,29,32,7,54,61,17,127,16554,2217,79,64334,50.5,33652
Arkansas,Prairie,Arkansas_Prairie,74.3,195,71.92515924,115.0238291,16,11,14,1350,188,125.2815804,97.09736158,37,488,50,88.27858293,9.393120393,3,2.8,0.04,9672,0.78,48478,71,17,20,5,7.185520362,94.68310727,87.70101277,10,7,2813,195,66,7966,50,8715
Arkansas,Pulaski,Arkansas_Pulaski,75.6,6313,264,308,14,12,1995,57350,49304,267,428,40,27642,181,78,10,2.7,2.6,0.16,11722,0.84,56171,71,48,26,299,17,342,527,21,424,93882,22434,82,392980,52.4,46989
Arkansas,Randolph,Arkansas_Randolph,74,360,15,115.0238291,18,12,13,3280,1685,125.2815804,37,35,1391,88,92,9.393120393,2.6,2.5,0.04,8807,0.83,46495,69,49.10587103,23,12,7.185520362,18,18,25,48,5425,579,69,18247,50.5,12115
Arkansas,St. Francis,Arkansas_St. Francis,74.3,488,24,27,18,15,61,4680,5453,125.2815804,38,41,1266,81,89,9.393120393,2.3,2.1,0.46,9717,0.85,37759,100,46,26,11,19,13,28,21,72,5105,1184,65,24682,44.5,14568
Arkansas,Saline,Arkansas_Saline,77.3,1784,53,62,13,9,126,14850,8233,82,118,34,7171,52,93,9,3.2,3.1,0.07,8514,0.8,70550,42,43,20,42,3,129,108,14,171,35499,3434,86,123968,51.2,38734
Arkansas,Scott,Arkansas_Scott,73.2,203,71.92515924,115.0238291,19,12,8,1930,2338,125.2815804,23,37,821,39,91,9.393120393,2.7,2.6,0.03,10324,0.89,41230,74,49.10587103,22,2,7.185520362,94.68310727,87.70101277,13,22,3013,367,65,10164,49.3,7903
Arkansas,Searcy,Arkansas_Searcy,75,160,71.92515924,115.0238291,19,12,376.6380917,1560,1200,125.2815804,15,37,561,102,88.27858293,9.393120393,3.4,3.3,0.02,12306,1.01,33814,72,49.10587103,25,4,7.185520362,10,11,24.62576375,30,2423,259,61,7842,49.4,8195
Arkansas,Sebastian,Arkansas_Sebastian,75.6,2126,74,77,16,12,209,22490,6906,58,101,36,12978,103,92,13,3,2.9,0.16,9629,0.81,48627,66,58,28,74,6,115,96,20,257,30866,4958,79,127590,51,26170
Arkansas,Sevier,Arkansas_Sevier,75.7,253,13,115.0238291,17,13,12,2790,2285,125.2815804,43,38,2178,138,89,9.393120393,3.2,2.9,0.09,10017,0.61,45838,78,15,22,8,7.185520362,12,12,8,64,3808,417,78,16702,49.7,10849
Arkansas,Sharp,Arkansas_Sharp,75.5,387,71.92515924,115.0238291,19,12,10,3540,3107,125.2815804,38,37,1320,115,95,9.393120393,2.9,2.9,0.04,9745,0.74,40437,74,66,28,9,7.185520362,23,21,34,36,5757,775,61,17424,50.8,13821
Arkansas,Stone,Arkansas_Stone,76.6,248,71.92515924,115.0238291,18,11,10,2430,1344,125.2815804,15,36,1001,55,98,9.393120393,3.2,3.2,0.06,10257,0.65,36148,72,49.10587103,26,6,7.185520362,21,14,24.62576375,0,3607,519,50,12674,50.6,12394
Arkansas,Union,Arkansas_Union,71.7,860,35,33,16,12,113,6150,5081,20,58,39,2351,92,91,9.393120393,2.7,2.5,0.11,10555,0.66,47857,75,40,19,28,13,37,49,12,86,11797,1738,67,38219,51.5,22695
Arkansas,Van Buren,Arkansas_Van Buren,77,317,71.92515924,115.0238291,18,11,11,3170,1164,125.2815804,36,37,1222,121,90,9.393120393,3.1,2.9,0.07,11823,0.67,42345,100,49.10587103,22,8,7.185520362,18,14,5,26,5589,601,67,16541,50.4,17295
Arkansas,Washington,Arkansas_Washington,78,2574,128,152,15,11,351,33140,10768,39,213,33,24287,92,87,4,3,2.9,0.18,9558,0.87,57712,58,51,37,134,3,202,137,30,255,47656,9917,82,243216,50,51771
Arkansas,White,Arkansas_White,75.2,1317,42,61,16,11,80,13180,7029,34,107,36,5338,111,89,4,2.9,2.8,0.07,9647,0.76,43765,59,59,24,36,5,78,66,16,99,19553,2936,79,78729,51.4,41866
Arkansas,Woodruff,Arkansas_Woodruff,72.5,159,71.92515924,115.0238291,18,13,15,1340,234,125.2815804,13,38,393,112,88.27858293,9.393120393,2.8,2.8,0.18,12386,0.68,37634,76,21,26,5,7.185520362,10,87.70101277,38,0,2035,255,58,6264,51.5,7260
Arkansas,Yell,Arkansas_Yell,75.2,408,13,115.0238291,18,13,26,3510,1726,125.2815804,36,35,1981,113,91,9.393120393,3,3,0.06,10266,0.79,48728,78,48,22,12,9,15,16,21,48,5550,515,75,21181,49.7,17554
California,Alameda,California_Alameda,82.8,13444,426,473,10,9,6100,139810,16876,761,711,33,63889,61,87,4,3.1,3,0.23,13740,0.84,113518,42,51,25,534,6,767,640,0,2670,307281,95623,91,1662323,50.8,5869
California,Alpine,California_Alpine,76.89593099,42,71.92515924,115.0238291,14,10,376.6380917,140,197,125.2815804,97.09736158,35,61,0,88.27858293,9.393120393,3.007479324,2.980549369,0.17,12514.70415,0.51,64542,64,49.10587103,27,1,7.185520362,94.68310727,87.70101277,0,8,321,23,87,1119,47.7,1175
California,Amador,California_Amador,79.7,592,71.92515924,115.0238291,12,9,183,4120,36,27,55,33,1612,60,87,10,2.7,2.5,0.02,9890,0.87,68141,40,49.10587103,25,14,6,59,38,3,110,11396,2332,84,40083,45.7,23016
California,Butte,California_Butte,77.6,3213,63,63,13,10,248,32450,14192,184,242,35,12590,118,87,6,2.7,2.5,0.09,13867,0.83,54718,59,64,35,80,4,232,159,9,449,49887,14808,88,212744,50.5,41584
California,Calaveras,California_Calaveras,79.5,744,13,115.0238291,12,9,48,5360,2730,29,81,32,2262,26,91,9.393120393,2.7,2.4,0.02,14274,0.67,66329,50,74,26,22,3,53,43,7,44,13492,2982,84,46308,50.1,34370
California,Colusa,California_Colusa,79.6,229,71.92515924,115.0238291,14,12,17,2870,2647,125.2815804,35,33,1893,32,89,9.393120393,2.8,2.6,0.12,13209,0.7,59422,76,29,28,10,7.185520362,10,87.70101277,8,282,4651,791,80,21558,49.1,6795
California,Contra Costa,California_Contra Costa,82.2,9986,313,304,10,9,2676,87180,30080,560,644,33,55219,54,89,5,3,2.8,0.2,12440,0.8,106484,39,53,25,370,6,587,466,24.62576375,1505,266238,64279,93,1152333,51.1,8316
California,Del Norte,California_Del Norte,76.3,498,71.92515924,115.0238291,15,11,34,4350,4133,16,41,36,1447,86,90,19,2.5,2.2,0.05,13551,0.83,47442,66,47,35,10,10,29,23,187,99,6706,1490,84,27968,45.4,9634
California,El Dorado,California_El Dorado,81.9,2016,43,31,11,8,211,16890,7710,105,170,30,8099,49,94,5,3.1,2.9,0.08,11899,0.75,87792,31,64,24,60,3,174,96,7,212,55193,11219,89,192925,50.3,62827
California,Fresno,California_Fresno,78,11184,544,656,14,14,2059,144790,49773,414,1071,38,73200,90,88,10,2.9,2.7,0.16,13754,0.89,61401,74,50,30,281,7,530,521,12,820,166420,55662,83,1000918,50.1,100537
California,Glenn,California_Glenn,77.3,373,21,115.0238291,15,12,22,3790,2459,21,34,34,2496,71,92,11,2.5,2.3,0.12,10040,0.81,57779,70,49.10587103,29,8,7,34,27,0,247,5970,1883,74,28283,49.1,11494
California,Humboldt,California_Humboldt,77.2,2124,55,60,14,10,221,20060,6112,110,186,32,9146,116,87,9,2.8,2.6,0.16,13965,0.86,56071,58,78,34,51,8,151,107,15,566,30761,11231,86,134977,50.5,40062
California,Imperial,California_Imperial,79,2039,71,70,16,15,359,34580,13349,137,158,34,12480,75,88,7,2.6,2.5,0.2,14180,0.78,47599,78,66,35,73,4,64,52,12,471,26589,8281,82,180267,48.8,30399
California,Inyo,California_Inyo,78.7,301,71.92515924,115.0238291,12,9,23,1800,1441,22,13,33,1057,116,83,9.393120393,3.007479324,2.6,0.03,19938,0.78,55981,54,49.10587103,34,11,7.185520362,17,11,58,187,5170,1034,83,18046,49.9,8611
California,Kern,California_Kern,76.5,11288,513,544,16,13,1785,121800,65742,851,1090,34,62680,67,88,10,2.7,2.4,0.21,13342,0.81,58583,73,52,31,167,11,593,646,6,593,161113,45292,84,901362,48.9,85693
California,Kings,California_Kings,79.2,1493,72,74,15,13,197,20220,10438,67,149,36,9900,83,91,12,2.7,2.5,0.12,12201,0.93,60319,71,37,28,41,6,101,74,8,273,23368,5863,83,152692,45,16601
California,Lake,California_Lake,74.8,1448,24,29,15,11,144,9640,1222,137,112,35,4019,73,78,9.393120393,2.6,2.3,0.05,13181,0.85,52345,72,58,34,20,10,86,61,7,129,17276,4217,81,64479,50.1,21408
California,Lassen,California_Lassen,78.3,419,14,115.0238291,14,10,30,3790,3246,26,36,35,789,90,91,21,2.6,2.5,0.04,14424,0.75,63803,49,53,26,10,6,40,20,14,87,6291,1159,82,30016,38.6,24610
California,Los Angeles,California_Los Angeles,81.3,94251,2804,3241,12,11,49678,1079900,142660,4276,5910,36,864634,73,86,7,2.9,2.7,0.29,13430,0.92,75624,69,58,29,2573,6,4384,3840,4,3553,1534472,762517,87,9943046,50.7,59424
