State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work
Montana,Pondera,Montana_Pondera,98,17,4.4,5,9,20,34,7.2,24,46,1,7,23,541,3,1,9,1684,32,34,3751,831,132,23,99188,255,9,7,33,6.9,13,71,2485
Montana,Powder River,Montana_Powder River,1436.113089,15,4,4.8,8.21113307,19,30,6.9,22,16,1,593.7559524,26.14933965,156,0,0,1,2950,34,39,1167,209,30,21,103955,5,0,0,408.1056964,6.9,6,61,867
Montana,Powell,Montana_Powell,120,17,4.2,4.6,7,20,33,8.2,24,80,9,60,31,435,6,2,8,3233,37,34,4796,739,137,18,88936,180,5,32,39,6.3,12,72,2609
Montana,Prairie,Montana_Prairie,1436.113089,18,4.3,4.9,8.21113307,20,31,5.3,26,55.14122635,2,593.7559524,26.14933965,86,0,0,316.050034,4043.9236,27,34,745,69,32,20,87688,14,0,3,408.1056964,5.7,3,53,533
Montana,Ravalli,Montana_Ravalli,590,16,4,4.7,7,19,29,8.6,22,55,8,79,13,3994,25,22,97,2277,39,37,29825,5712,1191,16,105663,1635,46,81,225,6.1,16,74,18117
Montana,Richland,Montana_Richland,150,14,3.7,4.5,5,17,35,8.3,23,46,4,41,26,985,5,5,14,1005,47,50,6973,1849,382,10,113743,362,21,34,53,5.3,9,80,5416
Montana,Roosevelt,Montana_Roosevelt,308,26,5.9,6,9,32,39,6.9,32,29,13,181,79,1875,3,6,22,3185,36,31,5700,1582,266,29,91200,1203,5,70,95,6.2,10,77,3806
Montana,Rosebud,Montana_Rosebud,206,20,4.8,5.3,8,23,35,7.2,25,50,14,150,46,946,6,5,20,4030,37,26,5172,1311,212,22,106284,699,12,13,77,5.8,16,78,3914
Montana,Sanders,Montana_Sanders,255,20,4.7,5.2,9,22,30,6.9,24,72,11,28,18,1262,9,4,36,2463,34,21,8167,1093,395,25,82864,420,8,26,70,11,16,61,4081
Montana,Sheridan,Montana_Sheridan,1436.113089,15,3.9,4.6,7,18,32,8.2,23,64,2,4,19,295,2,1,6,4266,48,37,2266,489,85,15,114016,56,9,12,19,5.9,13,76,1574
Montana,Silver Bow,Montana_Silver Bow,564,17,4.2,4.8,9,20,33,8.2,23,76,3,139,24,2514,23,34,207,2504,42,47,22315,5082,1142,15,94099,1670,33,111,182,6,18,80,15973
Montana,Stillwater,Montana_Stillwater,107,14,3.7,4.5,9,17,34,9.1,23,32,5,16,13,586,2,3,5,3085,44,35,6386,1252,270,10,125333,355,12,20,34,5.9,10,69,4392
Montana,Sweet Grass,Montana_Sweet Grass,1436.113089,14,3.8,4.5,6,17,29,8.9,22,66,2,593.7559524,26.14933965,293,2,1,5,2728,38,22,2519,396,67,13,95370,46,4,4,19,4.9,13,73,1691
Montana,Teton,Montana_Teton,76,16,4.1,4.8,9,19,30,7,23,21,2,15,10,543,1,3,6,2736,45,40,3860,861,121,14,96500,171,16,14,41,6.6,15,64,2697
Montana,Toole,Montana_Toole,76,18,4.3,4.8,10,22,32,8,25,67,1,6,20,432,3,5,7,2595,37,30,3055,616,107,16,97944,82,3,24,18,7.2,14,67,2103
Montana,Treasure,Montana_Treasure,1436.113089,17,4.3,4.9,8.21113307,20,32,3.9,24,55.14122635,4,593.7559524,26.14933965,51,0,0,0,6085,49,50,472,69,12,23,79250,16,0,0,408.1056964,6.3,12,83,315
Montana,Valley,Montana_Valley,113,17,4.2,4.9,6,20,34,7.5,25,52,4,12,21,571,6,2,10,2726,52,29,4931,1075,176,16,93286,253,8,11,47,6.1,8,71,3432
Montana,Wheatland,Montana_Wheatland,1436.113089,20,4.6,5.1,6,22,33,7.2,27,65,0,4,26.14933965,295,84.03515233,0,2,1163,32,19,1359,182,55,25,80400,49,0,5,14,5.2,13,46,861
Montana,Wibaux,Montana_Wibaux,1436.113089,16,4,4.7,8.21113307,19,30,4.9,23,55.14122635,0,593.7559524,26.14933965,94,0,0,0,2273,35,42,676,77,23,15,100310,13,0,0,10,5.3,11,75,509
Montana,Yellowstone,Montana_Yellowstone,2220,15,3.8,4.5,8,18,32,8.6,23,79,40,817,21,10839,172,170,611,2831,50,55,104216,28892,4527,12,119287,7626,219,570,751,8.4,15,82,80519
Nebraska,Adams,Nebraska_Adams,435,16,3.4,3.9,7,17,37,7.1,30,75,7,100,23,2320,28,23,121,3214,52,60,18539,5068,670,11,108113,1889,41,73,108,7.2,12,83,15995
Nebraska,Antelope,Nebraska_Antelope,1436.113089,15,3.4,4,5,18,35,8.1,32,9,0,593.7559524,9,483,2,2,2,2897,48,33,4016,912,88,15,91719,219,17,6,24,6.5,10,75,3182
Nebraska,Arthur,Nebraska_Arthur,1436.113089,16,3.7,4.1,8.21113307,18,37,4.5,31,55.14122635,15.9187801,593.7559524,26.14933965,44,0,0,0,4043.9236,41,47,294,50,12,17,99000,20,0,0,408.1056964,5.2,12,65,217
Nebraska,Banner,Nebraska_Banner,1436.113089,14,3.2,3.8,8.21113307,15,36,5.9,27,4,0,593.7559524,26.14933965,39,0,0,0,4043.9236,29,41,452,108,10,14,110600,20,0,408.619451,408.1056964,4.7,7,63,324
Nebraska,Blaine,Nebraska_Blaine,1436.113089,14,3.2,3.9,8.21113307,17,36,5.5,27,5,0,593.7559524,26.14933965,67,0,0,0,4043.9236,37,37,354,49,9,21,72472,5,0,408.619451,408.1056964,5.5,5,54,262
Nebraska,Boone,Nebraska_Boone,1436.113089,15,3.3,3.9,7,17,36,8.5,29,40,1,5,9,381,8,4,2,6088,55,38,3430,818,73,11,107223,93,7,408.619451,19,6.7,7,78,2759
Nebraska,Box Butte,Nebraska_Box Butte,146,17,3.5,3.9,7,18,39,7.4,31,60,2,39,27,887,5,7,20,1650,36,43,6849,1716,257,12,107623,617,20,25,50,4.9,10,79,5184
Nebraska,Boyd,Nebraska_Boyd,1436.113089,15,3.3,3.9,8.21113307,17,40,7.3,29,1,0,593.7559524,26.14933965,165,2,0,316.050034,3418,44,30,1401,211,30,19,109571,25,4,408.619451,408.1056964,5.6,7,71,941
Nebraska,Brown,Nebraska_Brown,1436.113089,16,3.7,4.2,8.21113307,19,36,8,33,73,1,593.7559524,26.14933965,282,3,3,1,1189,34,10,2024,372,38,15,81292,125,6,0,10,5.3,10,71,1376
Nebraska,Buffalo,Nebraska_Buffalo,443,15,3.3,3.8,8,17,35,7.6,27,79,9,237,14,3849,42,41,197,4108,50,63,27994,8912,1089,9,115307,2315,73,95,135,6.9,13,83,27094
Nebraska,Burt,Nebraska_Burt,108,16,3.5,4.1,7,18,38,8.2,30,23,3,12,16,541,2,2,1,3510,55,25,4220,866,137,13,98107,318,12,4,34,7.9,10,81,2825
Nebraska,Butler,Nebraska_Butler,116,14,3.2,3.8,6,17,37,8.5,27,37,3,9,8,500,8,2,1,2792,47,52,5114,1303,156,9,110060,249,10,5,32,7.5,10,80,4099
Nebraska,Cass,Nebraska_Cass,341,14,3.1,3.7,7,16,36,8.6,27,61,12,59,14,1416,8,7,11,3367,46,55,16913,4324,581,7,129801,754,32,32,86,8.7,8,85,13196
Nebraska,Cedar,Nebraska_Cedar,80,14,3.2,3.8,4,15,37,8.5,28,37,2,4,12,617,1,3,1,1810,43,46,5328,1286,122,10,105964,188,12,4,32,6.7,6,79,4376
Nebraska,Chase,Nebraska_Chase,1436.113089,16,3.3,3.8,6,15,39,7.9,28,61,3,6,16,422,1,1,316.050034,3078,42,17,2337,554,41,10,89563,129,7,5,15,5.7,7,80,1781
Nebraska,Cherry,Nebraska_Cherry,70,15,3.4,4,6,17,32,7.5,30,61,4,6,24,700,4,9,2,3280,42,12,3920,1010,81,15,96833,304,8,14,27,5.1,10,63,3213
Nebraska,Cheyenne,Nebraska_Cheyenne,143,14,3.2,3.8,9,17,37,7.8,30,66,5,22,25,524,5,4,12,2608,33,43,6253,1723,186,13,92150,421,10,30,38,5.2,10,79,4739
Nebraska,Clay,Nebraska_Clay,77,16,3.5,3.9,6,17,41,7.8,33,37,3,12,22,533,2,77.17398427,1,2166,50,46,3950,848,104,11,103851,285,12,6,20,7.1,9,79,3083
Nebraska,Colfax,Nebraska_Colfax,94,23,3.9,3.7,6,17,35,8.2,38,60,7,36,41,1612,84.03515233,2,316.050034,1119,52,41,4606,1001,163,10,101474,441,15,408.619451,35,7.6,12,77,5322
Nebraska,Cuming,Nebraska_Cuming,109,15,3.3,3.8,5,17,36,8.4,30,65,2,8,12,802,4,4,8,2338,57,30,5464,1212,122,10,103054,237,13,2,27,7.7,7,84,4577
Nebraska,Custer,Nebraska_Custer,129,15,3.4,4,8,17,36,6.9,31,43,1,12,17,916,8,5,9,5978,48,47,7084,1499,174,14,104016,563,14,15,48,6.3,11,76,5287
Nebraska,Dakota,Nebraska_Dakota,247,22,3.8,3.8,7,16,43,8,41,85,1,111,32,2606,2,7,47,2768,50,45,9514,2596,509,13,106698,1202,10,48,38,7.6,16,75,10324
Nebraska,Dawes,Nebraska_Dawes,100,14,3.2,3.8,7,15,34,7.4,25,74,6,77,7,660,7,9,22,3847,43,40,5017,1415,140,16,88243,325,16,13,25,4.6,14,70,4364
Nebraska,Dawson,Nebraska_Dawson,271,21,3.7,3.7,6,16,40,7.2,36,73,11,101,34,2873,13,14,30,4402,41,34,12027,3175,456,11,106535,1495,47,37,89,6.6,13,77,11907
Nebraska,Deuel,Nebraska_Deuel,1436.113089,16,3.5,4,8.21113307,18,38,7.7,31,56,3,4,26.14933965,145,0,2,316.050034,2254,37,35,1170,264,29,14,80386,55,7,0,12,5.4,9,79,852
Nebraska,Dixon,Nebraska_Dixon,77,16,3.3,3.8,4,16,38,7.7,29,15,0,6,20,468,2,3,1,3099,45,45,3334,768,95,9,100773,229,12,2,15,7.1,10,79,2941
Nebraska,Dodge,Nebraska_Dodge,539,17,3.5,3.9,7,19,40,7.5,32,86,8,146,25,2875,23,23,62,2979,54,64,21648,5214,709,11,100464,1974,48,72,137,8.2,11,82,17901
Nebraska,Douglas,Nebraska_Douglas,6248,15,3.1,3.5,8,16,33,8.3,27,97,85,4137,21,49720,634,569,2582,3027,52,62,335474,120648,15294,10,128289,34925,600,2668,1577,8.5,15,80,290925
Nebraska,Dundy,Nebraska_Dundy,1436.113089,19,3.9,4.2,8.21113307,19,39,6.8,33,6,1,593.7559524,26.14933965,249,1,2,316.050034,4258,41,10,1152,300,25,18,98857,37,0,408.619451,10,5.7,9,83,991
Nebraska,Fillmore,Nebraska_Fillmore,1436.113089,15,3.3,3.9,4,17,34,8,28,63,1,6,26.14933965,354,3,4,15,2259,54,38,3806,938,87,12,117200,104,11,1,20,7.3,8,81,2870
Nebraska,Franklin,Nebraska_Franklin,1436.113089,16,3.6,4.2,7,19,38,6.7,31,35,0,7,26.14933965,215,2,1,2,2641,41,25,2082,403,51,17,86083,137,4,1,18,6.7,8,80,1433
Nebraska,Frontier,Nebraska_Frontier,1436.113089,14,3.3,3.9,8,17,37,7.5,27,60,1,593.7559524,26.14933965,207,84.03515233,0,1,3716,41,39,1719,396,45,17,98926,55,5,408.619451,11,6,8,74,1273
Nebraska,Furnas,Nebraska_Furnas,73,18,3.8,4.2,7,19,39,8.2,31,26,15.9187801,7,18,423,5,2,1,4630,47,27,3002,581,72,13,93296,123,8,3,17,6.2,11,82,2326
Nebraska,Gage,Nebraska_Gage,291,16,3.4,4,7,19,36,7.4,31,51,4,51,19,1477,14,14,40,1977,49,42,13676,3065,434,10,101496,761,32,89,89,8.1,9,82,10690
Nebraska,Garden,Nebraska_Garden,1436.113089,14,3.2,3.8,8.21113307,17,38,7.6,28,56,2,4,26.14933965,171,0,1,1,4455,38,23,1370,340,37,21,78886,108,7,408.619451,12,5,6,71,815
Nebraska,Garfield,Nebraska_Garfield,1436.113089,13,3.1,3.8,11,16,37,8.3,26,68,1,593.7559524,26.14933965,133,1,2,316.050034,4514,38,27,1445,379,23,17,82450,59,7,1,12,5.9,10,74,1106
Nebraska,Gosper,Nebraska_Gosper,1436.113089,13,3,3.6,11,15,35,7.6,27,23,1,0,26.14933965,129,1,0,1,2330,48,42,1491,262,28,12,109444,34,3,2,408.1056964,6.3,8,79,988
Nebraska,Grant,Nebraska_Grant,1436.113089,15,3.5,4,8.21113307,18,36,6.2,29,55.14122635,1,0,26.14933965,54,0,0,0,4043.9236,39,38,427,107,8,12,80250,5,0,408.619451,408.1056964,5,13,62,340
Nebraska,Greeley,Nebraska_Greeley,1436.113089,14,3.3,4,9,17,36,6.6,27,55.14122635,1,593.7559524,26.14933965,225,84.03515233,0,316.050034,1548,55,38,1555,369,36,17,94286,55,4,408.619451,15,6.4,12,71,1114
Nebraska,Hall,Nebraska_Hall,716,18,3.5,3.7,7,15,41,7.9,34,85,9,310,33,6520,37,54,231,2690,55,58,33631,8878,1851,14,103186,4490,87,178,185,6.2,15,84,30662
Nebraska,Hamilton,Nebraska_Hamilton,100,13,3,3.7,6,15,36,8.7,27,49,1,19,8,517,9,6,10,3154,49,57,6130,1482,175,8,119110,260,17,19,23,7.2,6,76,4807
Nebraska,Harlan,Nebraska_Harlan,1436.113089,14,3.3,3.9,8,17,35,8.2,28,38,3,593.7559524,15,269,2,1,316.050034,3066,42,25,2218,538,50,14,109681,98,5,408.619451,16,6.5,7,78,1663
Nebraska,Hayes,Nebraska_Hayes,1436.113089,17,3.6,4,8.21113307,18,39,4,31,55.14122635,1,0,26.14933965,126,1,0,0,4043.9236,36,53,602,126,14,21,89357,11,0,3,408.1056964,5.8,10,74,452
Nebraska,Hitchcock,Nebraska_Hitchcock,1436.113089,16,3.5,4.1,9,18,38,4.3,31,55.14122635,2,593.7559524,26.14933965,231,84.03515233,0,316.050034,5487,50,36,1842,374,45,13,87058,114,3,4,15,5.8,10,77,1236
Nebraska,Holt,Nebraska_Holt,114,15,3.2,3.8,5,16,40,7.8,29,48,0,16,15,773,9,10,23,4992,48,10,6533,1491,140,14,99907,240,14,8,34,6,9,78,5441
Nebraska,Hooker,Nebraska_Hooker,1436.113089,14,3.3,3.9,8.21113307,16,34,4.5,26,7,15.9187801,593.7559524,26.14933965,53,2,1,0,3033,58,62,484,75,11,8,77200,20,0,0,408.1056964,5.2,13,66,310
Nebraska,Howard,Nebraska_Howard,83,14,3.2,3.9,7,16,36,8.1,29,44,2,593.7559524,8,469,4,2,3,2970,49,32,4297,1013,147,10,97319,243,5,408.619451,21,6.8,9,81,3350
Nebraska,Jefferson,Nebraska_Jefferson,111,17,3.6,4.1,6,19,39,7.2,32,31,2,11,24,487,2,3,4,1173,44,27,4686,801,115,11,89875,138,14,29,25,7.7,9,79,3364
Nebraska,Johnson,Nebraska_Johnson,87,17,3.4,3.7,7,19,37,8,31,3,3,9,24,323,2,1,1,5248,41,13,3261,628,81,12,99242,204,7,6,26,8.1,10,76,1951
Nebraska,Kearney,Nebraska_Kearney,81,14,3.2,3.8,8,16,33,8.7,29,42,4,10,15,380,2,3,3,4346,54,37,4177,946,121,10,112545,284,12,7,27,6.8,11,80,3330
Nebraska,Keith,Nebraska_Keith,114,16,3.4,3.9,10,18,35,7.6,29,65,0,6,23,593,6,5,9,3049,45,42,5371,1215,147,18,97867,403,15,9,23,5.7,10,82,3912
Nebraska,Keya Paha,Nebraska_Keya Paha,1436.113089,15,3.5,4,8.21113307,18,38,6.1,30,55.14122635,1,0,26.14933965,101,0,0,0,1366,52,15,582,126,12,23,117000,37,0,0,408.1056964,5.3,6,59,452
Nebraska,Kimball,Nebraska_Kimball,59,18,3.7,4.1,9,18,37,8,33,74,1,10,20,330,84.03515233,1,316.050034,4527,29,17,2376,424,70,16,85786,147,4,8,21,4.8,9,80,1770
Nebraska,Knox,Nebraska_Knox,108,16,3.4,4,6,18,36,7.4,29,46,6,12,25,767,4,9,7,3022,48,44,5414,1192,138,17,93763,390,13,5,38,6.4,10,78,4135
Nebraska,Lancaster,Nebraska_Lancaster,3021,13,3.1,3.6,7,14,34,8.1,22,95,35,1802,14,21201,232,326,1268,2644,53,62,183395,64222,7499,9,117087,14440,406,995,809,7.3,14,80,169213
Nebraska,Lincoln,Nebraska_Lincoln,481,15,3.3,3.8,8,19,37,8.1,29,79,8,127,21,2331,17,26,96,5378,42,52,22766,6100,722,12,105686,2116,57,98,123,6.2,12,86,17076
Nebraska,Logan,Nebraska_Logan,1436.113089,15,3.5,4,8.21113307,18,35,8,29,55.14122635,0,593.7559524,26.14933965,64,0,0,0,2390,43,38,546,143,12,10,88833,7,0,408.619451,408.1056964,5.6,10,71,422
Nebraska,Loup,Nebraska_Loup,1436.113089,14,3.2,3.9,8.21113307,16,36,7.2,28,15,0,0,26.14933965,53,0,0,0,4043.9236,46,31,492,103,12,31,83700,21,0,408.619451,408.1056964,5.7,9,65,356
Nebraska,McPherson,Nebraska_McPherson,1436.113089,16,3.7,4.2,8.21113307,18,36,4.8,29,55.14122635,0,593.7559524,26.14933965,48,0,0,0,4043.9236,44,53,315,39,12,23,93000,0,0,408.619451,408.1056964,5.4,10,57,233
Nebraska,Madison,Nebraska_Madison,393,17,3.4,3.8,6,16,37,7.6,30,76,8,104,23,3176,20,45,201,2229,44,52,20745,6063,767,12,102267,1750,62,50,130,7.1,12,81,17707
Nebraska,Merrick,Nebraska_Merrick,110,16,3.4,4,6,17,38,7.2,29,35,1,10,20,608,3,4,2,2204,50,40,5183,1230,159,12,97578,260,15,5,20,7.2,11,86,3871
Nebraska,Morrill,Nebraska_Morrill,74,17,3.4,3.8,8,17,38,6.8,32,67,3,7,25,472,1,2,316.050034,3063,34,39,2906,651,93,17,93682,106,6,3,25,5.1,10,73,2099
Nebraska,Nance,Nebraska_Nance,1436.113089,15,3.4,4,7,18,37,8.3,31,51,2,593.7559524,26.14933965,256,84.03515233,2,316.050034,5500,42,21,2352,534,63,13,98417,112,4,408.619451,408.1056964,6.9,8,81,1729
Nebraska,Nemaha,Nebraska_Nemaha,106,15,3.3,3.9,6,17,38,8.2,28,41,3,18,9,398,6,3,2,2660,46,56,4170,1150,128,11,105900,282,8,7,24,8.1,9,83,3172
Nebraska,Nuckolls,Nebraska_Nuckolls,1436.113089,16,3.6,4.1,5,18,37,7,31,47,0,593.7559524,26.14933965,320,5,3,3,2743,51,24,2841,583,66,13,89801,88,7,408.619451,16,7,5,75,2213
Nebraska,Otoe,Nebraska_Otoe,190,15,3.3,3.8,6,18,42,6.5,28,65,4,22,20,1212,9,9,18,1359,47,38,10048,2326,297,10,116546,684,27,12,57,8.4,12,77,8046
Nebraska,Pawnee,Nebraska_Pawnee,1436.113089,19,4,4.4,5,20,42,7.5,33,1,0,8,26.14933965,216,1,3,1,2947,46,11,1576,269,41,20,83833,194,0,1,19,8,12,69,1123
Nebraska,Perkins,Nebraska_Perkins,1436.113089,14,3,3.7,9,16,34,8.3,27,45,1,0,26.14933965,251,3,1,316.050034,2447,50,46,1827,463,33,12,114206,20,8,1,10,5.7,9,79,1405
Nebraska,Phelps,Nebraska_Phelps,105,14,3.2,3.8,5,16,37,8.2,28,49,8,19,12,562,9,5,14,3675,50,50,5773,1554,148,13,111099,215,18,9,35,6.7,10,82,4537
Nebraska,Pierce,Nebraska_Pierce,84,13,3.1,3.8,6,16,37,7.9,25,51,0,4,14,482,4,3,1,2235,37,40,4634,1191,136,10,108167,341,11,4,23,6.8,8,79,3597
Nebraska,Platte,Nebraska_Platte,345,16,3.3,3.6,6,15,38,8.6,29,78,9,102,21,2749,26,16,74,2922,55,58,19726,4744,651,8,104457,1578,37,34,122,7.5,11,78,17016
