State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Nebraska,Hamilton,Nebraska_Hamilton,100,13,3,3.7,6,15,36,8.7,27,49,1,19,8,517,9,6,10,3154,49,57,6130,1482,175,8,119110,260,17,19,23,7.2,6,76,4807,81.2,100,71.92515924,115.0238291,9,8,0,870,250,125.2815804,10,32,422,54,94,9.393120393,3.2,3.5,0.04,16237,0.7,73759,34,49.10587103,19,3,7.185520362,94.68310727,87.70101277,17,6,2872,157,89,9237,49.4,4658
Nebraska,Harlan,Nebraska_Harlan,1436.113089,14,3.3,3.9,8,17,35,8.2,28,38,3,593.7559524,15,269,2,1,316.050034,3066,42,25,2218,538,50,14,109681,98,5,408.619451,16,6.5,7,78,1663,81.4,45,71.92515924,115.0238291,10,9,0,420,87,125.2815804,97.09736158,31,223,121,88.27858293,9.393120393,3.5,4,0.086431034,14725,0.76,55010,42,49.10587103,25,1,7.185520362,94.68310727,87.70101277,24.62576375,40,1188,125,77,3311,48.5,3423
Nebraska,Hayes,Nebraska_Hayes,1436.113089,17,3.6,4,8.21113307,18,39,4,31,55.14122635,1,0,26.14933965,126,1,0,0,4043.9236,36,53,602,126,14,21,89357,11,0,3,408.1056964,5.8,10,74,452,76.89593099,1338.271252,71.92515924,115.0238291,11,10,376.6380917,110,430,125.2815804,97.09736158,32,92,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.78,54280,55,49.10587103,26,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,2,277,42,82,916,49.8,967
Nebraska,Hitchcock,Nebraska_Hitchcock,1436.113089,16,3.5,4.1,9,18,38,4.3,31,55.14122635,2,593.7559524,26.14933965,231,84.03515233,0,316.050034,5487,50,36,1842,374,45,13,87058,114,3,4,15,5.8,10,77,1236,75.9,48,71.92515924,115.0238291,11,9,0,400,1093,125.2815804,97.09736158,32,185,36,88.27858293,9.393120393,3,2.8,0.086431034,13395,0.77,48475,39,49.10587103,29,40.30616369,7.185520362,94.68310727,87.70101277,43,28,949,77,73,2773,49.8,2908
Nebraska,Holt,Nebraska_Holt,114,15,3.2,3.8,5,16,40,7.8,29,48,0,16,15,773,9,10,23,4992,48,10,6533,1491,140,14,99907,240,14,8,34,6,9,78,5441,79.7,114,71.92515924,115.0238291,10,9,376.6380917,1130,890,125.2815804,13,31,620,211,88.27858293,9.393120393,3,2.8,0.08,17916,0.86,56777,50,49.10587103,25,4,7.185520362,94.68310727,87.70101277,19,47,3144,355,76,9956,49.6,6753
Nebraska,Hooker,Nebraska_Hooker,1436.113089,14,3.3,3.9,8.21113307,16,34,4.5,26,7,15.9187801,593.7559524,26.14933965,53,2,1,0,3033,58,62,484,75,11,8,77200,20,0,0,408.1056964,5.2,13,66,310,76.89593099,1338.271252,71.92515924,115.0238291,10,8,0,110,241,125.2815804,97.09736158,31,42,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,22994,0.79,53234,47,49.10587103,26,1,7.185520362,94.68310727,87.70101277,0,25,189,27,71,647,51.2,736
Nebraska,Howard,Nebraska_Howard,83,14,3.2,3.9,7,16,36,8.1,29,44,2,593.7559524,8,469,4,2,3,2970,49,32,4297,1013,147,10,97319,243,5,408.619451,21,6.8,9,81,3350,78.1,83,71.92515924,115.0238291,10,8,0,740,321,125.2815804,97.09736158,31,369,108,88.27858293,9.393120393,3.2,3.3,0.07,16331,0.79,54291,39,49.10587103,26,2,7.185520362,94.68310727,87.70101277,10,18,2007,269,77,6488,49.4,6274
Nebraska,Jefferson,Nebraska_Jefferson,111,17,3.6,4.1,6,19,39,7.2,32,31,2,11,24,487,2,3,4,1173,44,27,4686,801,115,11,89875,138,14,29,25,7.7,9,79,3364,78.2,111,71.92515924,115.0238291,11,9,376.6380917,970,746,125.2815804,10,33,416,99,92,9.393120393,3.1,3.2,0.05,15011,0.73,55414,47,49.10587103,25,3,7.185520362,94.68310727,87.70101277,24.62576375,29,2296,350,73,7099,50.8,3635
Nebraska,Johnson,Nebraska_Johnson,87,17,3.4,3.7,7,19,37,8,31,3,3,9,24,323,2,1,1,5248,41,13,3261,628,81,12,99242,204,7,6,26,8.1,10,76,1951,77.6,87,71.92515924,115.0238291,11,10,376.6380917,600,305,125.2815804,97.09736158,33,264,119,88.27858293,9.393120393,3.1,3,0.1,14736,0.72,55062,43,49.10587103,25,2,7.185520362,94.68310727,87.70101277,15,13,1292,159,77,5057,41,5217
Nebraska,Kearney,Nebraska_Kearney,81,14,3.2,3.8,8,16,33,8.7,29,42,4,10,15,380,2,3,3,4346,54,37,4177,946,121,10,112545,284,12,7,27,6.8,11,80,3330,79.2,81,71.92515924,115.0238291,10,9,376.6380917,710,36,125.2815804,97.09736158,31,307,75,88.27858293,9.393120393,3.3,3.3,0.07,15688,0.79,62260,34,49.10587103,22,4,7.185520362,94.68310727,87.70101277,16,25,1969,220,84,6652,50.1,3540
Nebraska,Keith,Nebraska_Keith,114,16,3.4,3.9,10,18,35,7.6,29,65,0,6,23,593,6,5,9,3049,45,42,5371,1215,147,18,97867,403,15,9,23,5.7,10,82,3912,79.1,114,71.92515924,115.0238291,11,9,376.6380917,1050,576,125.2815804,97.09736158,31,503,100,88.27858293,9.393120393,3.1,3.1,0.02,15083,0.58,57307,50,49.10587103,24,3,7.185520362,94.68310727,87.70101277,76,38,2763,374,82,7983,49.8,3944
Nebraska,Keya Paha,Nebraska_Keya Paha,1436.113089,15,3.5,4,8.21113307,18,38,6.1,30,55.14122635,1,0,26.14933965,101,0,0,0,1366,52,15,582,126,12,23,117000,37,0,0,408.1056964,5.3,6,59,452,76.89593099,1338.271252,71.92515924,115.0238291,11,9,0,80,218,125.2815804,97.09736158,31,76,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.81,47053,54,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,0,0,257,37,80,759,48.9,824
Nebraska,Kimball,Nebraska_Kimball,59,18,3.7,4.1,9,18,37,8,33,74,1,10,20,330,84.03515233,1,316.050034,4527,29,17,2376,424,70,16,85786,147,4,8,21,4.8,9,80,1770,73.7,59,71.92515924,115.0238291,12,10,376.6380917,470,120,125.2815804,97.09736158,32,274,143,88.27858293,9.393120393,3.3,3.5,0.04,17176,0.77,46782,45,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,15,3,1112,138,75,3495,50.5,3821
Nebraska,Knox,Nebraska_Knox,108,16,3.4,4,6,18,36,7.4,29,46,6,12,25,767,4,9,7,3022,48,44,5414,1192,138,17,93763,390,13,5,38,6.4,10,78,4135,79.6,108,71.92515924,115.0238291,11,9,0,1010,1023,125.2815804,13,32,612,157,88.27858293,9.393120393,3.3,3.2,0.44,19273,0.73,51296,51,49.10587103,27,5,7.185520362,94.68310727,87.70101277,11,0,2673,185,79,8304,50.8,8701
Nebraska,Lancaster,Nebraska_Lancaster,3021,13,3.1,3.6,7,14,34,8.1,22,95,35,1802,14,21201,232,326,1268,2644,53,62,183395,64222,7499,9,117087,14440,406,995,809,7.3,14,80,169213,79.9,3021,123,138,10,9,98,37310,13656,109,169,33,18069,142,83,2,3.3,3.3,0.08,11411,0.79,65819,43,50,26,194,2,217,127,14,455,74937,14716,89,320650,49.8,23555
Nebraska,Lincoln,Nebraska_Lincoln,481,15,3.3,3.8,8,19,37,8.1,29,79,8,127,21,2331,17,26,96,5378,42,52,22766,6100,722,12,105686,2116,57,98,123,6.2,12,86,17076,77.8,481,15,115.0238291,10,10,376.6380917,4460,1138,125.2815804,45,32,1966,175,88,9.393120393,3.2,3.3,0.06,15518,0.67,62948,48,51,22,23,7.185520362,33,19,30,123,9962,1617,85,34347,50.4,11075
Nebraska,Logan,Nebraska_Logan,1436.113089,15,3.5,4,8.21113307,18,35,8,29,55.14122635,0,593.7559524,26.14933965,64,0,0,0,2390,43,38,546,143,12,10,88833,7,0,408.619451,408.1056964,5.6,10,71,422,76.89593099,1338.271252,71.92515924,115.0238291,11,9,0,110,38,125.2815804,97.09736158,31,50,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,15092,0.84,56283,29,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,1,246,39,80,747,48.6,763
Nebraska,Loup,Nebraska_Loup,1436.113089,14,3.2,3.9,8.21113307,16,36,7.2,28,15,0,0,26.14933965,53,0,0,0,4043.9236,46,31,492,103,12,31,83700,21,0,408.619451,408.1056964,5.7,9,65,356,76.89593099,1338.271252,71.92515924,115.0238291,10,9,0,80,75,125.2815804,97.09736158,31,39,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,1.08,56291,45,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,0,238,25,71,650,49.5,632
Nebraska,McPherson,Nebraska_McPherson,1436.113089,16,3.7,4.2,8.21113307,18,36,4.8,29,55.14122635,0,593.7559524,26.14933965,48,0,0,0,4043.9236,44,53,315,39,12,23,93000,0,0,408.619451,408.1056964,5.4,10,57,233,76.89593099,1338.271252,71.92515924,115.0238291,12,9,0,60,177,125.2815804,97.09736158,32,39,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.87,54876,9,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,0,157,5,69,474,50,539
Nebraska,Madison,Nebraska_Madison,393,17,3.4,3.8,6,16,37,7.6,30,76,8,104,23,3176,20,45,201,2229,44,52,20745,6063,767,12,102267,1750,62,50,130,7.1,12,81,17707,78.2,393,24,23,11,9,11,4390,2727,125.2815804,49,32,2615,204,90,9.393120393,3.3,3.2,0.14,14077,0.73,56970,49,50,25,21,7.185520362,35,23,31,147,9622,1521,80,34813,50.4,9732
Nebraska,Merrick,Nebraska_Merrick,110,16,3.4,4,6,17,38,7.2,29,35,1,10,20,608,3,4,2,2204,50,40,5183,1230,159,12,97578,260,15,5,20,7.2,11,86,3871,78.1,110,71.92515924,115.0238291,11,9,376.6380917,1040,821,125.2815804,97.09736158,32,519,38,88.27858293,9.393120393,3.3,3.5,0.07,14392,0.76,58437,47,49.10587103,24,4,7.185520362,94.68310727,87.70101277,14,51,2577,347,79,7809,49.8,4620
Nebraska,Morrill,Nebraska_Morrill,74,17,3.4,3.8,8,17,38,6.8,32,67,3,7,25,472,1,2,316.050034,3063,34,39,2906,651,93,17,93682,106,6,3,25,5.1,10,73,2099,76.9,74,71.92515924,115.0238291,11,10,0,540,909,125.2815804,97.09736158,32,394,130,88.27858293,9.393120393,3.1,3.2,0.03,16516,0.73,54879,61,49.10587103,25,1,7.185520362,94.68310727,87.70101277,20,83,1480,157,76,4625,48.7,5042
Nebraska,Nance,Nebraska_Nance,1436.113089,15,3.4,4,7,18,37,8.3,31,51,2,593.7559524,26.14933965,256,84.03515233,2,316.050034,5500,42,21,2352,534,63,13,98417,112,4,408.619451,408.1056964,6.9,8,81,1729,76.1,68,71.92515924,115.0238291,11,9,0,440,49,125.2815804,97.09736158,31,208,142,88.27858293,9.393120393,3.2,3.3,0.086431034,16651,0.94,52534,37,49.10587103,27,1,7.185520362,94.68310727,87.70101277,24.62576375,0,1331,114,80,3532,50.3,3735
Nebraska,Nemaha,Nebraska_Nemaha,106,15,3.3,3.9,6,17,38,8.2,28,41,3,18,9,398,6,3,2,2660,46,56,4170,1150,128,11,105900,282,8,7,24,8.1,9,83,3172,77,106,71.92515924,115.0238291,10,8,0,880,91,125.2815804,97.09736158,32,332,28,96,9.393120393,3.5,3.6,0.04,12061,0.72,55574,34,49.10587103,25,4,7.185520362,94.68310727,87.70101277,24.62576375,86,2117,232,78,7044,50.1,3774
Nebraska,Nuckolls,Nebraska_Nuckolls,1436.113089,16,3.6,4.1,5,18,37,7,31,47,0,593.7559524,26.14933965,320,5,3,3,2743,51,24,2841,583,66,13,89801,88,7,408.619451,16,7,5,75,2213,77.6,77,71.92515924,115.0238291,12,9,0,550,610,125.2815804,97.09736158,31,255,121,88.27858293,9.393120393,2.9,2.9,0.06,12514.70415,0.72,60636,45,49.10587103,23,2,7.185520362,94.68310727,87.70101277,15,0,1478,77,76,4134,50.4,4500
Nebraska,Otoe,Nebraska_Otoe,190,15,3.3,3.8,6,18,42,6.5,28,65,4,22,20,1212,9,9,18,1359,47,38,10048,2326,297,10,116546,684,27,12,57,8.4,12,77,8046,80.3,190,71.92515924,115.0238291,10,9,376.6380917,1970,3086,125.2815804,11,31,1014,81,91,9.393120393,2.7,2.9,0.08,12446,0.79,68443,40,49.10587103,20,5,7.185520362,19,11,17,65,4718,583,84,15965,50.3,8674
Nebraska,Pawnee,Nebraska_Pawnee,1436.113089,19,4,4.4,5,20,42,7.5,33,1,0,8,26.14933965,216,1,3,1,2947,46,11,1576,269,41,20,83833,194,0,1,19,8,12,69,1123,76.9,44,71.92515924,115.0238291,13,10,0,380,150,125.2815804,10,33,173,154,88.27858293,9.393120393,2.9,3.1,0.086431034,17264,0.79,49089,53,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,1005,88,69,2601,50.5,2773
Nebraska,Perkins,Nebraska_Perkins,1436.113089,14,3,3.7,9,16,34,8.3,27,45,1,0,26.14933965,251,3,1,316.050034,2447,50,46,1827,463,33,12,114206,20,8,1,10,5.7,9,79,1405,79.2,36,71.92515924,115.0238291,10,8,0,280,218,125.2815804,97.09736158,29,193,244,88.27858293,9.393120393,3.3,3.1,0.01,12514.70415,0.91,58925,36,49.10587103,24,1,7.185520362,94.68310727,87.70101277,24.62576375,0,953,97,84,2867,48.9,2970
Nebraska,Phelps,Nebraska_Phelps,105,14,3.2,3.8,5,16,37,8.2,28,49,8,19,12,562,9,5,14,3675,50,50,5773,1554,148,13,111099,215,18,9,35,6.7,10,82,4537,80,105,71.92515924,115.0238291,10,9,376.6380917,1020,422,125.2815804,19,30,457,111,94,9.393120393,3.1,3.2,0.04,14795,0.79,61442,41,49.10587103,23,8,7.185520362,94.68310727,87.70101277,30,148,2775,486,82,9006,49.8,3848
Nebraska,Pierce,Nebraska_Pierce,84,13,3.1,3.8,6,16,37,7.9,25,51,0,4,14,482,4,3,1,2235,37,40,4634,1191,136,10,108167,341,11,4,23,6.8,8,79,3597,81.1,84,71.92515924,115.0238291,10,8,0,740,711,125.2815804,97.09736158,32,377,111,88.27858293,9.393120393,3.5,3.3,0.08,15033,0.73,56484,36,49.10587103,25,2,7.185520362,94.68310727,87.70101277,9,21,2247,194,83,7184,49.5,7266
Nebraska,Platte,Nebraska_Platte,345,16,3.3,3.6,6,15,38,8.6,29,78,9,102,21,2749,26,16,74,2922,55,58,19726,4744,651,8,104457,1578,37,34,122,7.5,11,78,17016,79.7,345,10,115.0238291,10,10,376.6380917,3280,1222,125.2815804,32,32,2222,66,86,9.393120393,3.3,3.3,0.06,12841,0.7,62776,48,57,22,27,7.185520362,24,15,23,237,9453,898,82,33364,49.4,10131
Nebraska,Polk,Nebraska_Polk,87,15,3.3,3.9,3,17,35,8.8,28,42,2,593.7559524,12,418,3,2,1,3742,57,59,3275,683,88,9,102659,132,11,1,33,7.3,8,77,2530,77.4,87,71.92515924,115.0238291,10,8,376.6380917,520,77,125.2815804,15,29,335,58,88.27858293,9.393120393,3.3,3.4,0.13,17823,0.83,59159,37,49.10587103,24,40.30616369,7.185520362,94.68310727,87.70101277,8,46,1710,87,85,5201,49.5,5406
Nebraska,Red Willow,Nebraska_Red Willow,143,15,3.5,4,6,18,39,6.5,31,72,4,30,24,794,9,10,22,4407,46,54,6744,1678,191,12,96750,565,16,11,47,6.2,10,90,5156,78.1,143,71.92515924,115.0238291,11,10,0,1330,2126,125.2815804,10,32,660,113,97,9.393120393,3.1,3.3,0.03,14297,0.84,55657,44,49.10587103,25,9,7.185520362,94.68310727,87.70101277,33,136,3239,359,81,10627,50,3492
Nebraska,Richardson,Nebraska_Richardson,139,16,3.6,4.2,7,20,43,7.2,33,28,1,11,20,570,4,3,7,5582,41,39,5331,1109,135,14,91006,500,15,3,28,8.3,9,82,3766,77.4,139,71.92515924,115.0238291,12,9,376.6380917,1070,813,125.2815804,97.09736158,31,485,128,88.27858293,9.393120393,3,3.5,0.04,16457,0.64,51874,53,49.10587103,27,4,7.185520362,94.68310727,87.70101277,15,47,2777,241,81,7791,50,4230
Nebraska,Rock,Nebraska_Rock,1436.113089,13,3.1,3.8,8.21113307,16,35,8,27,2,0,593.7559524,26.14933965,121,0,0,5,2094,54,6,960,231,18,18,105813,38,0,0,408.1056964,5.5,4,78,750,76.89593099,1338.271252,71.92515924,115.0238291,10,8,0,150,137,125.2815804,97.09736158,32,94,290,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,16145,1.13,48461,44,49.10587103,29,1,7.185520362,94.68310727,87.70101277,24.62576375,27,460,20,69,1377,50.9,1526
Nebraska,Saline,Nebraska_Saline,145,20,3.9,4,7,17,40,7.4,33,56,4,70,20,1399,6,6,13,2323,49,33,7373,1775,263,9,102331,558,18,34,52,7.8,13,79,6914,79,145,71.92515924,115.0238291,13,12,5,1680,1616,125.2815804,25,31,1133,100,92,9.393120393,3.1,3,0.16,13831,0.79,63655,53,57,22,8,7.185520362,94.68310727,87.70101277,40,89,3781,542,78,13987,48.7,7252
Nebraska,Sarpy,Nebraska_Sarpy,1466,13,2.7,3.4,7,13,37,8.4,25,89,21,800,11,9378,103,129,219,3282,48,54,112792,42765,3943,5,142231,9242,128,149,428,9.1,10,86,98403,80.7,1466,88,75,9,9,29,16690,10954,49,104,31,7995,67,94,5,3.2,3.2,0.15,11221,0.78,83104,33,38,20,118,2,106,69,14,273,46396,5339,92,188856,50,8377
Nebraska,Saunders,Nebraska_Saunders,275,13,3.1,3.8,7,17,34,8.1,28,36,1,42,7,1234,10,7,7,2152,55,46,13749,3561,409,6,124084,633,33,13,64,8.4,9,82,11130,78.8,275,71.92515924,115.0238291,10,8,376.6380917,2310,1286,125.2815804,29,32,990,32,90,9.393120393,3.2,3.4,0.05,13128,0.76,72526,31,49.10587103,19,11,7.185520362,15,87.70101277,13,9,6831,599,84,21927,49.3,13816
Nebraska,Scotts Bluff,Nebraska_Scotts Bluff,573,18,3.6,3.8,9,17,39,8.1,32,68,8,178,35,3215,30,22,107,3307,41,47,21339,5632,758,17,99746,2400,55,73,168,6.3,13,82,16522,76,573,21,26,12,10,5,4710,728,13,63,35,2728,133,90,9.393120393,3,3.2,0.07,13132,0.8,53956,57,49.10587103,26,30,7.185520362,35,18,63,125,9771,1946,79,35299,51.3,11024
Nebraska,Seward,Nebraska_Seward,205,13,3.1,3.8,7,16,35,8.1,24,55,5,26,7,886,9,8,30,2605,40,22,10311,2875,363,6,119252,658,30,9,60,7.6,9,81,8981,79.2,205,71.92515924,115.0238291,10,8,0,1760,1236,125.2815804,19,30,700,35,96,9.393120393,3.3,3.7,0.03,13497,0.73,72456,27,61,19,11,7.185520362,11,87.70101277,11,86,4819,593,85,17186,48.8,10114
Nebraska,Sheridan,Nebraska_Sheridan,89,18,3.8,4.2,5,19,41,6.8,33,35,6,11,25,624,2,3,17,3241,37,24,3311,662,65,21,85875,193,13,7,25,4.9,11,66,2533,76.5,89,71.92515924,115.0238291,12,10,0,800,566,125.2815804,10,33,521,117,88.27858293,9.393120393,3.2,3.2,0.05,16174,0.77,52051,68,49.10587103,27,3,7.185520362,94.68310727,87.70101277,28,22,1498,188,77,5150,50.4,5469
Nebraska,Sherman,Nebraska_Sherman,1436.113089,15,3.5,4.1,8,18,35,7.7,29,47,0,593.7559524,21,267,84.03515233,0,1,3126,51,44,2050,425,53,18,94806,116,6,2,408.1056964,6.4,9,80,1444,80.7,34,71.92515924,115.0238291,11,9,0,410,155,125.2815804,97.09736158,31,209,0,88.27858293,9.393120393,2.8,3.2,0.086431034,19825,0.84,49684,46,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,6,1045,117,77,2986,50.6,3152
Nebraska,Sioux,Nebraska_Sioux,1436.113089,15,3.3,3.8,8.21113307,16,37,6.7,29,5,0,593.7559524,26.14933965,114,1,0,316.050034,2235,58,33,810,196,17,28,92500,10,0,408.619451,408.1056964,4.3,10,61,628,76.89593099,1338.271252,71.92515924,115.0238291,10,9,0,130,269,125.2815804,97.09736158,30,86,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,29520,0.83,51831,14,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,0,5,330,29,73,1200,47,1311
Nebraska,Stanton,Nebraska_Stanton,1436.113089,14,3.2,3.8,8,16,37,8.9,27,29,2,593.7559524,13,374,84.03515233,77.17398427,1,2132,45,49,3816,980,119,9,108750,138,7,4,16,7.2,11,83,3175,80.2,60,71.92515924,115.0238291,10,9,376.6380917,540,97,125.2815804,97.09736158,29,304,17,88.27858293,9.393120393,3.3,3.4,0.04,15651,0.79,64087,42,49.10587103,22,3,7.185520362,94.68310727,87.70101277,19,17,1905,201,81,5880,49.2,4504
Nebraska,Thayer,Nebraska_Thayer,63,15,3.3,4,8,17,39,8,29,55.14122635,1,7,16,340,5,1,3,2630,48,24,3294,740,76,13,93015,195,15,6,18,7.4,7,81,2478,78.7,63,71.92515924,115.0238291,10,9,376.6380917,590,293,125.2815804,10,31,268,41,88.27858293,9.393120393,3.5,3.6,0.1,19019,0.83,55775,37,49.10587103,25,2,7.185520362,94.68310727,87.70101277,12,5,1710,109,80,4887,50.4,5228
Nebraska,Thomas,Nebraska_Thomas,1436.113089,13,3,3.7,8.21113307,16,34,5,27,15,15.9187801,0,26.14933965,78,0,0,0,2331,45,42,421,149,17,22,105583,10,4,408.619451,408.1056964,5.3,7,75,296,76.89593099,1338.271252,71.92515924,115.0238291,9,8,0,80,224,125.2815804,97.09736158,31,60,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,19609,1.08,55599,53,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,34,188,20,89,739,49,647
Nebraska,Thurston,Nebraska_Thurston,174,24,4.9,4.9,8,28,46,7,35,36,5,69,54,984,5,5,25,4306,34,23,3503,945,161,25,101500,1098,6,4,42,7.5,21,76,2819,66.6,174,13,115.0238291,16,14,376.6380917,1350,92,125.2815804,24,34,805,194,88.27858293,13,2.7,2.5,0.63,20832,0.89,49148,86,49.10587103,28,7,7.185520362,94.68310727,87.70101277,24.62576375,49,1328,168,70,7220,50.5,6940
Nebraska,Valley,Nebraska_Valley,1436.113089,15,3.3,3.9,6,17,36,8.1,28,65,0,4,14,342,6,4,7,3704,38,43,2756,564,60,14,91700,101,6,4,20,6.2,12,86,2065,81.3,43,71.92515924,115.0238291,11,9,0,500,189,125.2815804,97.09736158,32,274,219,88.27858293,9.393120393,3,2.9,0.05,17638,0.69,55542,44,49.10587103,25,1,7.185520362,94.68310727,87.70101277,23,0,1431,159,72,4103,50.3,4260
Nebraska,Washington,Nebraska_Washington,202,13,3,3.7,7,15,36,8.2,27,45,1,51,10,1134,9,7,10,2974,57,50,13356,3280,407,6,130967,518,18,15,50,7.6,8,83,10502,81,202,71.92515924,115.0238291,9,8,376.6380917,2220,1006,125.2815804,16,30,903,81,97,9.393120393,3.2,3.3,0.02,11159,0.71,78844,23,45,18,16,7.185520362,13,11,8,167,6428,570,86,20901,50,12390
Nebraska,Wayne,Nebraska_Wayne,72,14,3.3,3.8,5,16,38,8.5,28,33,5,45,7,530,5,5,8,1852,51,56,5189,1383,156,8,100276,90,11,408.619451,17,7.1,17,80,5023,83.2,72,71.92515924,115.0238291,10,9,0,1020,234,125.2815804,97.09736158,30,451,32,90,9.393120393,2.9,3.2,0.16,13934,0.76,64569,45,49.10587103,22,5,7.185520362,94.68310727,87.70101277,19,129,2549,541,89,9492,49.6,4038
Nebraska,Webster,Nebraska_Webster,1436.113089,15,3.4,3.9,8,17,38,7.1,29,39,1,593.7559524,13,235,2,0,2,3425,43,34,2350,529,62,11,97700,137,5,4,25,6.8,10,78,1732,77,62,71.92515924,115.0238291,11,9,0,430,520,125.2815804,97.09736158,31,193,205,88.27858293,9.393120393,2.9,3.2,0.1,15426,0.71,52115,45,49.10587103,27,2,7.185520362,94.68310727,87.70101277,24.62576375,0,1240,58,82,3419,50.1,3812
Nebraska,Wheeler,Nebraska_Wheeler,1436.113089,16,3.7,4.2,8.21113307,19,38,5.1,31,4,15.9187801,593.7559524,26.14933965,72,0,0,0,4043.9236,43,30,560,85,10,24,81382,23,0,2,408.1056964,6.2,11,64,362,76.89593099,1338.271252,71.92515924,115.0238291,12,10,0,110,256,125.2815804,97.09736158,33,56,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,31455,0.93,52154,43,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,0,5,267,32,71,790,49.2,818
Nebraska,York,Nebraska_York,178,14,3.2,3.8,6,16,37,8.1,27,66,8,43,17,811,12,11,21,3459,51,52,8716,2541,244,11,107500,517,30,3,56,7.3,9,81,6685,79.7,178,71.92515924,115.0238291,10,8,7,1580,758,125.2815804,15,28,665,74,92,9.393120393,3.1,3.2,0.05,14171,0.71,63249,38,49.10587103,22,9,7.185520362,94.68310727,87.70101277,17,64,4184,462,88,13511,50.7,6032
Nevada,Churchill,Nevada_Churchill,473,19,4.3,4.8,7,19,34,7.8,26,80,7,88,29,2662,11,16,54,4188,34,35,15646,3647,623,15,102812,1265,24,51,160,7.5,14,82,10818,74.2,473,17,115.0238291,14,10,28,3130,1437,21,40,37,2166,59,73,9.393120393,3,3,0.01,11678,0.76,61650,52,55,29,9,7.185520362,38,28,24.62576375,89,6837,1180,85,25363,49.3,8636
Nevada,Clark,Nevada_Clark,29295,21,4.1,4.4,9,17,30,8,27,96,262,14044,22,260442,1288,1454,5204,4225,32,36,1318088,373924,165513,18,116555,150760,776,15983,8181,10.1,20,77,1027245,78.4,29295,957,993,14,11,9044,257630,101209,1541,1519,39,222597,89,86,10,3,2.8,0.12,8925,0.88,62496,70,38,30,347,7,2130,1795,24.62576375,619,443247,131120,85,2315963,50.2,25485
